Gene,Chr,LD4,LD5,LD6,M,YR,ET,MT,LT,ES,S,LS,GD4,GD6,GD10F,GD10M,MIS,MFS,Haplo,ManualScore,TargetID
PF3D7_0114500,chr1,0,0,1698.166,0,25.286,0,30.093,0,0,0,0,9133.028,33344.37,43457.242,4855.6011,0.184,-1.528,217,0,
PF3D7_0114700,chr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20715.8102,0.987,-2.356,548,0,
PF3D7_0114750,chr1,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,16,0,
PF3D7_0114800,chr1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.119,-3.122,127,0,
PF3D7_0115000,chr1,0,5151.567,360.308,14.19775,5.178,0,0,0,5.718,31.484,0,444.112,556.194,1222.012,3479.9139,0.999,-2.039,,0,
PF3D7_0115100,chr1,,,,0,0,162.18,29.846,0,0,32.977,0,15006.014,8688.096,4166.508,603.1983,0.338,-1.693,,0,
PF3D7_0115200,chr1,,,,32.28445,41.149,0,22.373,0,0,0,0,0,0,0,0,0.754,-2.168,,0,
PF3D7_0115300,chr1,,,,0,26.905,41.098,25.564,0,0,0,0,152.73,792.793,818.269,80598.8311,1,0,,0,
PF3D7_0115400,chr1,,,,0,31.287,94.851,29.727,0,0,0,0,0,0,0,0,1,-2.412,,0,
PF3D7_0115600,chr1,0,5851.333,0,63.10685,0,34.885,0,0,25.417,24.16,19.597,4149.386,1065.122,6187.712,17235.433,0.936,-2.159,,0,
PF3D7_0115700,,0,0,167.278,12.8581,3.139,0,4.494,0,0,0,3.576,663.499,2249.823,1649.23,9031.1721,,,,0,
PF3D7_0200100,chr2,0,0,60.401,435.6649,545.954,164.532,198.791,158.089,276.312,271.893,350.102,3085.275,2805.347,368.225,101.9218,1,-2.061,,0,
PF3D7_0200200,chr2,0,0,67.559,1031.0164,308.821,156.034,384.061,125.629,79.329,240.457,459.805,925.117,3964.571,1563.037,0,0.565,-2.598,,0,
PF3D7_0200300,chr2,,,,241.8048,19.335,0,0,101.251,0,22.31,20.294,135.285,269.921,724.806,0,0.864,-2.259,,0,
PF3D7_0200400,chr2,,,,0,0,141.378,752.074,0,30.856,174.176,198.439,0,0,0,0,1,-1.003,,0,
PF3D7_0200500,chr2,0,0,0,852.37365,23.459,178.623,133.739,19.169,77.552,60.984,199.356,133.169,0,0,0,0.561,-2.232,,0,
PF3D7_0200600,chr2,,,,177.7234,24.769,226.717,167.709,0,55.973,92.748,175.619,0,0,753.296,0,0.408,-2.486,,0,
PF3D7_0200700,chr2,,,,296.45635,44.982,1116.958,1795.362,25.228,79.653,337.586,570.378,0,0,782.837,0,0.243,-2.818,,0,
PF3D7_0201000,chr2,,,,237.9826,0,0,0,0,32.308,27.385,207.416,0,0,0,0,0.438,-2.425,,0,
PF3D7_0201100,chr2,,,,0,0,0,0,0,0,139.122,126.549,0,0,0,0,0.128,0,,0,
PF3D7_0201200,chr2,0,0,0,483.1228,0,313.721,322.344,181.589,142.724,613.932,604.211,152.11,0,786.048,0,1,0.778,,0,
PF3D7_0201300,chr2,,,,294.78725,79.349,755.344,1068.734,145.155,267.201,355.403,196.222,0,0,0,0,0.853,-2.121,,0,
PF3D7_0201400,chr2,,,,2078.68755,268.068,6031.381,1338.792,371.507,975.512,2243.08,970.647,271.482,174.151,0,64664.0939,0.673,-2.309,,0,
PF3D7_0201500,chr2,0,12967.341,71657.77,9371.5942,6966.554,52977.959,19469.045,17889.211,14591.77,9922.469,11932.806,4762.123,6026.628,1860.833,11678.1519,0.196,-2.845,,0,
PF3D7_0201600,chr2,0,1006.94,5360.87,12804.328,113458.21,242535.764,61992.933,22221.161,15855.764,9204.724,10995.666,1405.156,559.178,0,23107.1689,1,-2.037,,0,
PF3D7_0201700,chr2,0,1089.742,2141.194,106398.3216,410885.719,100911.115,5196.68,1322.649,4344.98,5456.657,38225.696,148.1,224.831,42.032,0,0.214,-2.696,,355.5535556,tr|F8WF76|F8WF76_HUMAN
PF3D7_0201800,chr2,4463.336,1373.656,1050.621,46926.21025,264738.628,299230.707,79409.164,21398.956,20374.885,17173.452,18903.892,2720.883,8746.569,1660.482,13020.7822,1,-2.465,,3064.153682,sp|Q9UDY4|DNJB4_HUMAN
PF3D7_0201900,chr2,0,696.408,1416.766,15428.79685,42904.471,175992.371,43944.633,18939.835,21528.846,22401.519,12053.246,9673.045,9859.543,497.955,46749.5045,1,-0.927,,741.5014338,sp|A6NE01|F186A_HUMAN
PF3D7_0202000,chr2,2440.532,4515.575,20492.547,32166.16145,424589.489,460034.344,97654.217,45973.874,34317.441,31251.828,19704.557,5367.1,8816.123,1235.76,13102.9334,1,-1.359,,0,
PF3D7_0202100,chr2,450310.116,362958.696,296624.083,31601.6249,18423.677,2412.526,926.508,634.453,1447.777,2161.781,16173.367,592.748,109.341,1561.529,22505.3793,0.383,-2.163,164,0,
PF3D7_0202200,chr2,3118.646,7944.548,6426.316,203018.5605,379235.618,75331.225,5975.527,1318.996,3775.307,4735.515,60919.736,440.78,225.84,643.292,5405.1845,0.65,-3.049,86,0,
PF3D7_0202300,chr2,11001.99,11594.455,2849.946,9643.88245,6557.266,18991.46,34270.426,3977.018,2433.315,691.955,2820.079,0,1305.711,241.549,0,0.121,-2.952,99,0,
PF3D7_0202400,chr2,27219.73,54596.289,80431.401,31771.0921,65117.991,483953.633,243814.059,72832.795,104400.714,97162.366,40770.868,4511.964,7180.019,3479.971,2514.821,1,-2.252,431,847.3230705,sp|Q9NU22|MDN1_HUMAN
PF3D7_0202500,chr2,24937.619,9596.94,4776.965,2913193.588,3263431.851,1433863.449,128007.892,17651.113,106950.967,225178.278,1977596.495,4562.751,5054.324,12696.68,28871.0023,1,0,30,0,
PF3D7_0202600,chr2,45935.511,33530.7,33723.12,12208.2973,8089.303,23373.695,31047.375,35824.301,29858.153,22719.607,17281.526,67777.407,84651.56,141546.282,15994.6008,0.377,-2.621,779,0,
PF3D7_0202700,chr2,41567.211,37813.584,51512.944,11137.55795,1391.224,5507.276,16508.475,25602.581,33627.558,17753.139,20545.371,17298.017,48945.455,30764.035,46932.9113,0.144,-3.162,80,1375.457993,sp|Q5T2R2|DPS1_HUMAN
PF3D7_0202800,chr2,0,2506.122,4152.966,13078.795,893.046,505.897,7703.742,21830.227,32121.135,19843.541,18315.679,31792.938,29038.347,21510.689,40461.841,0.725,-2.454,51,0,
PF3D7_0202900,chr2,,,,12643.55945,1016.949,518.459,6739.695,20022.702,29038.291,15948.446,17886.573,148596.905,188602.624,250045.571,110708.4385,0.995,-2.624,106,2020.919164,sp|Q9NPG8|ZDHC4_HUMAN
PF3D7_0203000,chr2,3810.174,8483.099,17980.638,16036.77295,2663.323,724.759,3619.377,12263.905,20524.854,27302.532,24791.577,8053.493,6455.401,4571.407,8015.5614,1,-1.887,776,0,
PF3D7_0203100,chr2,2415.444,4834.673,6344.054,19237.25005,2256.637,1298.402,2669.444,3346.201,9806.861,16534.98,25944.712,17323.126,20001.454,23960.168,23458.3113,1,-1.603,916,350.1054326,sp|Q13188|STK3_HUMAN
PF3D7_0203200,chr2,2825.847,16352.386,15562.505,13847.24325,21692.873,24705.332,15644.612,14331.623,20376.712,16464.828,17802.698,10078.995,14859.899,20337.43,21054.5224,0.971,-2.198,299,0,
PF3D7_0203300,chr2,0,1462.609,8030.687,9715.67675,5271.984,14480.716,18243.907,28962.4,39828.569,21777.007,21153.117,70646.45,108932.669,329628.369,56665.8291,0.156,-3.229,66,2685.923554,sp|P07992|ERCC1_HUMAN
PF3D7_0203400,chr2,48778.858,30811.192,32496.26,18175.2455,2036.016,2416.316,28015.331,86763.422,87322.499,49358.535,39017.608,21233.675,14786.118,16829.768,42322.5074,0.998,-2.427,24,0,
PF3D7_0203600,chr2,0,2192.668,2646.878,3359.07055,1620.75,1597.117,4125.73,11019.415,12768.833,8082.61,5821.057,12054.799,7163.062,4065.294,6399.7813,0.81,-1.784,308,0,
PF3D7_0203700,chr2,95827.889,39751.365,27109.921,39700.11145,121904.64,112933.061,92432.155,45509.01,36509.974,29536.732,26362.435,64890.416,65392.184,52133.274,22407.6997,0.391,-2.522,192,2095.677904,sp|Q9BXY0|MAK16_HUMAN
PF3D7_0203800,chr2,352.239,2698.87,3744.229,4526.60825,742.235,494.59,7497.849,15618.81,14209.701,8355.208,6411.268,223888.246,262927.499,600861.021,192509.5284,1,-0.195,81,0,
PF3D7_0203900,chr2,12725.144,32359.317,25167.181,8635.804,1338.688,6764.197,40682.677,49972.81,36181.776,23686.242,18287.019,67679.801,59066.36,48895.731,41407.3843,0.315,-2.642,294,0,
PF3D7_0204000,chr2,1695.098,4075.334,4867.484,3880.9304,391.637,1526.899,8266.292,14105.006,13502.506,8727.55,6327.829,16161.493,20600.406,9539.805,48222.3303,1,-2.227,388,0,
PF3D7_0204100,chr2,1214.834,6083.464,10412.991,21789.52535,3062.138,1383.324,5768.797,30379.994,45674.697,54328.33,46655.356,49320.559,53167.493,29977.081,27019.9145,0.146,-2.863,719,235.2945098,sp|Q9UBV2|SE1L1_HUMAN
PF3D7_0204200,chr2,6472.192,7423.625,20581.523,170658.8497,100414.712,128725.476,104356.592,95583.711,92370.912,110277.484,227992.567,38980.872,46505.402,69643.673,92392.364,0.689,-2.589,25,0,
PF3D7_0204300,chr2,3995.676,11046.516,8288.139,21610.7495,109636.757,90239.919,86506.381,63523.994,37299.317,30000.714,21321.512,14301.711,14217.168,16221.912,11768.1285,1,-2.318,528,0,
PF3D7_0204400,chr2,1034.027,7207.918,5058.782,5327.7043,31673.842,25822.524,30284.053,21654.689,10169.153,9274.862,5688.731,1622.386,342.167,385.935,1359.5683,0.987,0,26,3270.985047,sp|O96015|DNAL4_HUMAN
PF3D7_0204500,chr2,10590.571,27715.39,31599.108,10435.9812,64107.872,52701.531,60402.691,55084.672,29895.835,24492.67,18499.75,8412.557,6375.669,6577.456,0,0.736,0.461,139,3037.075556,sp|P00505|AATM_HUMAN
PF3D7_0204600,chr2,50945.893,12214.073,12123.091,5640.10695,2451.892,9422.844,21202.026,16711.094,13003.915,8184.694,8126.605,9415.019,7841.563,3737.966,1192.7866,1,-1.594,677,387.2026936,sp|Q8IZH2|XRN1_HUMAN
PF3D7_0204700,chr2,58550.536,40956.396,38622.66,84722.7769,113749.03,164209.284,138083.169,102715.518,77660.399,66038.813,89993.533,171025.997,185925.452,139525.461,48794.6539,0.294,-2.474,41,2678.575397,sp|P11166|GTR1_HUMAN
PF3D7_0204800,chr2,20539.445,66073.045,51570.434,9354.8396,1694.136,4003.23,32535.211,39026.828,31804.116,21159.161,15765.416,45987.455,56601.296,25374.42,53742.7224,0.997,-2.714,184,1009.630769,sp|Q8NHP7|EXD1_HUMAN
PF3D7_0204900,chr2,9390.654,36806.573,52605.025,22043.24535,2586.787,5339.216,36412.173,66412.459,63830.966,46191.4,31533.481,171857.962,145721.608,241651.651,544044.0869,0.321,-2.529,112,3728.8,sp|Q5HYK3|COQ5_HUMAN
PF3D7_0205000,chr2,20985.944,6275.252,12553.873,25256.3786,2126.66,928.879,17830.505,30807.013,49031.347,53728.1,36515.498,56019.525,40198.835,22439.363,58071.2766,1,-0.036,334,0,
PF3D7_0205100,chr2,22093.055,21685.964,24979.401,22525.02885,1225.59,920.452,14993.565,35437.387,48666.037,58514.24,29765.285,51172.417,43657.082,15200.226,169724.3438,1,0.742,429,0,
PF3D7_0205200,chr2,0,1527.08,3639.145,18893.2026,864.953,374.535,990.762,6373.834,27330.34,15621.757,21384.708,20887.741,9262.636,29579.84,1180.5032,1,-1.971,95,2295.897959,sp|Q5T089|MORN1_HUMAN
PF3D7_0205300,chr2,5876.993,2402.593,1909.852,1872.57035,186.223,137.983,1634.267,1790.268,2544.975,2578.715,2505.25,16377.899,15493.101,16481.609,37017.2405,0.999,-1.296,429,0,
PF3D7_0205400,chr2,54540.702,102363.146,96969.876,9751.9029,40773.407,36200.507,39104.641,33570.504,22927.698,20703.111,12511.611,26295.888,31981.29,27762.512,37107.1507,0.131,-2.907,73,1838.035011,sp|Q5JVF3|PCID2_HUMAN
PF3D7_0205500,chr2,25726.881,39008.169,47090.775,22517.1788,99165.094,101130.542,84666.637,95255.792,73594.529,40468.375,34096.791,28085.717,35874.928,45418.396,35037.1618,0.409,-3.578,12,2878.8,sp|O15514|RPB4_HUMAN
PF3D7_0205600,chr2,9664.588,23572.303,23387.292,11799.9946,4361.153,4992.216,17489.732,23168.332,22391.772,18223.406,15150.543,54432.669,56138.016,22366.376,162434.0256,0.149,-3.187,97,0,
PF3D7_0205700,chr2,8737.725,5762.715,11995.193,12686.3849,98153.684,57243.625,14733.757,14945.946,17529.123,10440.513,11603.173,12939.874,11993.242,25143.108,5195.9883,0.298,-3.275,59,0,
PF3D7_0205800,chr2,1442.452,4289.597,20193.75,21290.74905,6296.178,9039.035,18831.259,53708.573,61961.41,35621.376,34985.31,44637.043,28730.831,53945.181,8534.5941,0.243,-3.728,10,0,
PF3D7_0205900,chr2,160270.892,107993.149,92831.457,115906.3994,53473.507,108478.888,168538.631,230424.71,235813.87,222142.831,164515.171,90267.354,98244.531,144321.561,49044.174,0.127,-3.218,124,2287.77764,sp|Q13200|PSMD2_HUMAN
PF3D7_0206000,chr2,7826.614,14837.228,13943.176,32205.73495,29395.738,21098.553,18926.97,20850.888,26982.998,29987.664,36669.022,38921.352,38090.694,24655.69,13080.0534,1,-2.445,865,791.5651715,tr|A0A090HNM7|A0A090HNM7_HUMAN
PF3D7_0206100,chr2,13790.394,14433.053,8058.413,15230.41895,22518.152,16073.638,21123.521,19280.064,14470.28,10832.5,16462.544,13941.082,3485.704,9829.393,23149.2161,0.272,-3.284,72,0,
PF3D7_0206200,chr2,5466.798,13050.106,8666.071,115213.003,17782.565,4048.299,5633.757,11385.823,39561.037,61258.492,144424.794,96389.575,154619.72,108474.741,108127.1205,1,-2.212,63,778.760354,tr|A0AAG2UWQ8|A0AAG2UWQ8_HUMAN
PF3D7_0206300,chr2,9920.148,9451.222,19414.17,,,,,,,,,,,,,1,-0.769,,0,
PF3D7_0206500,chr2,12766.139,37316.615,24886.045,33767.23005,42502.496,42255.84,25951.948,32635.526,30095.994,28365.893,30082.69,43277.966,39005.667,81741.478,67197.6165,0.886,-2.766,507,0,
PF3D7_0206600,chr2,11742.833,5404.449,9033.735,3460.12,7844.999,5452.811,5344.466,3718.739,3825.562,2594.543,3281.924,8033.348,1472.946,827.513,4182.6491,1,0,11,3773.554717,sp|Q9Y2Y1|RPC10_HUMAN
PF3D7_0206700,chr2,,,,1020352.871,177848.354,75431.641,67511.207,267504.487,736964.142,1267231.384,2034940.406,195428.446,42669.692,49052.582,9065.1467,0.121,-2.994,102,2356.72845,sp|P30566|PUR8_HUMAN
PF3D7_0206800,chr2,,,,1041684.576,180169.154,74363.161,69185.849,276222.83,749615.45,1294507.334,2068191.571,236286.598,187361.724,304486.739,73339.7774,0.988,-2.005,386,0,
PF3D7_0206900,chr2,9217.657,21416.178,34274.191,225659.2762,19994.216,6067.226,25445.327,28001.721,56023.527,77327.828,250309.02,6648.875,313.366,1085.156,342.5866,0.988,-2.098,76,0,
PF3D7_0207000,chr2,487749.146,431115.166,372534.784,167548.1731,15703.202,4176.52,23908.977,109613.602,172475.254,209712.991,294164.836,47879.248,39648.464,27200.676,477.7007,0.251,-2.64,397,0,
PF3D7_0207100,chr2,22885.094,23163.465,41439.998,156794.6436,12426.835,2872.093,16174.896,31562.368,71358.123,108567.556,161554.79,57219.349,47318.554,58978.439,43813.8405,1,-2.608,673,0,
PF3D7_0207200,chr2,20840.895,15713.714,18961.422,35002.93665,2965.504,1612.088,7591.914,10597.438,19436.541,22835.718,47624.109,101258.162,118090.74,157124.908,183335.7249,0.195,-3.514,31,2312.50625,sp|Q86U28|ISCA2_HUMAN
PF3D7_0207300,chr2,57426.548,3870.618,1536.777,8721.31975,485.229,9.492,28.091,828.095,3951.205,3204.68,7191.644,1154.754,9806.496,9308.351,0,0.998,-2.593,865,883.6409426,sp|P07711|CATL1_HUMAN
PF3D7_0207400,chr2,45485.193,96159.393,854994.626,61318.59115,6079.195,1260.379,4397.291,117305.179,145845.053,167726.752,82138.213,3127.406,6957.332,3238.222,8888.4607,1,-1.186,579,591.9708245,sp|P25774|CATS_HUMAN
PF3D7_0207500,chr2,0,4076.164,11324.778,62774.2991,9104.181,2517.892,5373.838,205156.367,251777.621,204433.875,141589.985,2628.323,1520.706,1143.376,545.0522,0.252,-2.761,411,543.1530553,tr|A0A7P0TAQ0|A0A7P0TAQ0_HUMAN
PF3D7_0207600,chr2,115.992,8963.793,22775.283,325734.5825,40731.35,8744.5,7524.606,1023576.223,1342183.792,1409527.735,586280.332,19493.607,1486.739,3580.516,610.0407,0.2,-2.737,426,591.7703109,sp|O60911|CATL2_HUMAN
PF3D7_0207700,chr2,0,6618.244,31786.958,61159.19835,5155.197,1148.747,1512.771,131855.027,208678.002,245027.96,96568.486,3323.616,286.75,0,162.6365,1,0.947,1128,696.4745322,tr|A0A7P0Z4C4|A0A7P0Z4C4_HUMAN
PF3D7_0207800,chr2,13615.736,22507.262,40837.082,35805.74185,6564.373,1265.617,1533.294,65006.49,95489.585,119476.096,72776.563,2981.643,965.946,1561.474,0,1,-2.533,379,677.4215054,tr|A0A7P0Z4C4|A0A7P0Z4C4_HUMAN
PF3D7_0207900,chr2,484416.442,615075.022,869266.035,22193.66585,1033.205,321.981,777.576,20548.808,44469.779,52447.408,26736.53,6167.38,6503.676,27147.159,0,1,-0.99,1503,651.5773756,tr|A0A7P0Z4C4|A0A7P0Z4C4_HUMAN
PF3D7_0208000,chr2,7058.469,32333.357,49503.622,48480.81785,2784.033,783.172,689.074,45255.078,106167.784,128050.883,75679.234,10147.987,27483.502,32377.562,33073.5661,0.98,-2.772,453,653.9197183,tr|A0A7P0Z4C4|A0A7P0Z4C4_HUMAN
PF3D7_0208100,chr2,128604.383,111221.106,108177.88,23163.0919,2101.043,1645.871,21732.713,63546.65,81397.795,79075.831,33465.638,31380.257,34784.877,39632.318,33312.9111,1,-0.081,981,424.8127446,sp|Q86YS7|C2CD5_HUMAN
PF3D7_0208200,chr2,331790.478,147878.767,161212.286,34909.9443,128697.442,130013.477,127115.594,77441.081,76652.681,46507.157,40526.355,15281.282,29921.052,18787.279,54025.4039,0.372,-2.666,61,4833.36,sp|Q13601|KRR1_HUMAN
PF3D7_0208300,chr2,11958.528,15792.801,16464.416,5106.07525,9267.319,10390.03,9669.414,10018.044,10881.904,8080,7272.414,13110.908,17006.452,21612.099,32639.5261,0.122,-3.013,72,0,
PF3D7_0208400,chr2,10432.333,16088.696,28199.705,30491.9062,22997.097,19839.982,20289.976,34738.849,46431.338,54625.001,36421.511,28620.23,29359.161,22383.054,40476.3505,1,-1.355,1175,0,
PF3D7_0208500,chr2,86108.27,80350.399,119408.528,7906.60405,1045.107,1619.562,16576.33,26115.105,20885.908,13480.741,14615.121,21065.113,19919.817,24967.855,252.824,0.231,-3.465,55,2262.788321,sp|O14561|ACPM_HUMAN
PF3D7_0208600,chr2,17907.758,49464.066,59181.204,16210.86185,2426.323,9105.038,47256.268,70203.519,72140.523,43125.262,30722.942,62396.345,62260.853,41051.897,4307.1279,0.183,-2.794,241,0,
PF3D7_0208700,chr2,9257.888,20980.603,20677.104,20887.0527,33301.552,66667.355,79961.472,49068.25,61171.109,40671.075,34074.758,49025.587,49510.252,70493.729,9211.6482,0.872,-1.746,39,0,
PF3D7_0208800,chr2,12976.592,33892.913,33551.841,3731.3949,13905.944,16811.531,14250.754,13350.253,12345.7,6206.172,7078.458,11152.983,12992.624,22599.474,13901.2802,0.156,-2.83,99,0,
PF3D7_0208900,chr2,3879.901,3081.647,2545.169,475.63505,297.085,218.36,45.762,85.69,1145.316,630.532,763.214,8286.079,17609.448,8901.459,126532.3442,1,-1.524,1274,0,
PF3D7_0209000,chr2,0,638.735,161.351,273.9898,164.419,45.066,21.142,34.104,130.659,197.991,254.273,129523.498,131668.503,59837.39,241443.2237,1,-0.851,3551,130.7808612,sp|Q86X53|ERIC1_HUMAN
PF3D7_0209100,chr2,12755.21,7483.419,13802.062,22300.49615,43798.213,26615.654,21122.027,40129.939,42697.479,30691.096,25099.545,65208.708,53074.383,42105.82,183147.4043,1,-1.821,142,1399.095434,tr|A0A590UJC7|A0A590UJC7_HUMAN
PF3D7_0209200,chr2,16341.611,31615.809,49549.28,13833.22235,45269.46,50680.616,41705.461,42591.128,31586.823,29873.467,16941.675,6646.12,6708.913,3190.735,4365.5069,0.262,-2.615,91,1527.244,tr|A0A994J4D9|A0A994J4D9_HUMAN
PF3D7_0209300,chr2,8023.694,17522.157,27420.001,14319.7498,12932.724,28079.281,56416.571,64342.229,59124.134,27749.163,28823.512,75520.61,46745.282,32675.691,48178.2701,0.135,-2.98,66,0,
PF3D7_0209400,chr2,1750.8,8818.009,21915.414,12941.81455,25493.947,30458.934,39043.66,50967.253,36469.04,17324.255,13789.282,11612.905,11685.948,23409.626,22392.198,0.993,-2.677,168,2822.196,sp|Q9H993|ARMT1_HUMAN
PF3D7_0209500,chr2,0,4835.48,3838.484,69947.15595,9531.108,1007.298,274.964,1975.969,12048.591,23849.646,48871.445,9358.462,20098.728,14931.41,0,1,-1.47,210,0,
PF3D7_0209600,chr2,0,109.644,3989.904,31608.19135,3492.57,701.609,828.308,21102.842,48942.166,48015.629,48651.45,3383.113,4659.055,6447.543,7623.7594,0.136,-2.867,228,318.0171378,sp|Q96N87|S6A18_HUMAN
PF3D7_0209700,chr2,8078.698,25323.95,24093.377,93115.76245,214634.245,153901.727,59772.258,41701.01,49491.725,49480.374,90107.571,75685.566,69096,58642.636,81360.7924,0.128,-2.864,165,387.3248239,tr|H3BPZ9|H3BPZ9_HUMAN
PF3D7_0209800,chr2,273139.294,303162.8,258963.228,147514.2214,434032.43,486245.079,506110.209,419101.286,282015.095,222096.52,155410.739,112004.981,103083.378,164185.141,104381.0349,0.257,-2.606,13,5776.79081,sp|Q13838|DX39B_HUMAN
PF3D7_0209900,,6842.261,22248.085,24607.865,,,,,,,,,,,,,,,,0,
PF3D7_0210000,chr2,64452.19,194954.346,210775.63,82939.812,154973.863,275015.112,173021.473,220611.942,207215.712,157874.808,124027.581,153345.552,260593.933,322093.867,42290.8477,0.121,0,3,3950.592593,sp|P60059|SC61G_HUMAN
PF3D7_0210100,chr2,304695.288,160410.986,244182.219,98700.3721,441175.319,622595.947,480007.388,307287.387,152118.665,91487.04,86632.242,23849.473,32958.819,36193.555,49372.4057,0.126,-3.711,12,5833.375,sp|P61513|RL37A_HUMAN
PF3D7_0210200,chr2,8093.569,20371.382,32222.306,19581.98455,2866.463,5539.93,31044.385,53663.319,59305.716,54289.667,30054.738,48180.639,47516.907,24038.163,292966.9094,1,-2.859,918,0,
PF3D7_0210300,chr2,21442.936,37022.755,38681.042,22306.2502,3153.597,10173.066,38316.799,77987.498,81550.538,45844.746,43175.612,173577.044,225126.402,277641.233,896563.6233,0.12,-2.961,44,897.1680525,sp|Q6ZSM3|MOT12_HUMAN
PF3D7_0210400,chr2,231815.81,77918.502,102289.929,8483.9627,889.396,9133.624,31257.965,40885.949,31967.766,20267.952,14297.472,8059.788,5423.526,5621.54,0,0.251,-3.272,21,0,
PF3D7_0210500,chr2,53819.945,56512.849,65344.854,6183.19605,1612.527,6179.993,12500.175,7296.618,4324.096,3648.327,4794.698,4720.903,5673.42,5782.52,543.8273,0.122,-3.092,528,0,
PF3D7_0210600,chr2,4474.987,5818.871,7671.415,238368.721,25020.059,3792.355,2118.444,9929.94,65849.592,138869.643,382768.08,42714.408,93138.053,126715.56,37286.7687,0.234,-2.616,81,0,
PF3D7_0210700,chr2,4260.574,5890.414,6598.556,42060.13465,9701.423,2857.154,4243.704,6953.698,16549.606,37615.238,76828.662,13185.626,28135.711,37536.519,3055.5954,0.21,-3.264,74,1974.535032,sp|P32856|STX2_HUMAN
PF3D7_0210800,chr2,24319.556,12102.97,12046.844,30529.53985,38515.791,21565.666,9079.428,6274.672,6572.83,3504.232,12823.594,7006.346,12473.974,4671.815,511.4183,0.394,-3.606,282,0,
PF3D7_0210900,chr2,103116.609,88869.655,108572.463,70785.96775,271489,267486.844,295763.046,218041.575,103290.984,79405.959,71981.306,33880.288,49668.858,61363.893,40352.2852,0.822,-1.794,72,0,
PF3D7_0211000,,35387.957,30553.053,54431.91,,,,,,,,,,,,,,,,0,
PF3D7_0211100,chr2,26834.631,28536.647,17052.397,3362.69675,138.537,3478.727,6676.89,2449.079,2114.129,1583.374,3071.681,7051.088,6456.338,2304.001,16696.3907,1,-2.519,457,0,
PF3D7_0211200,chr2,12512.192,31078.336,48570.083,7461.13515,1686.293,11099.929,32347.43,37819.023,30028.186,20878.94,15753.7,7829.481,14951.722,3683.145,0,0.385,-2.515,30,4085.075745,sp|P51148|RAB5C_HUMAN
PF3D7_0211300,chr2,21808.956,55087.966,81743.254,5776.52615,745.957,1025.754,9233.914,14874.203,18489.92,11343.657,11277.994,36940.096,30756.505,18844.412,4956.1793,0.122,-3.074,59,0,
