Chr,Gene,Ring,ET,LT,Schizont,GII,GV,MIS,MFS,Number_of_Haplotypes,Number_of_Haplotypes_Above_25_Samples
chr2,PF3D7_0211400,3.3015,0.9631,9.3294,0,37.0401,72.8838,0.855,-2.982,58,4
chr2,PF3D7_0211500,15.6805,2.481,32.2541,12.8944,17.4643,24.0758,1,-1.135,370,9
chr2,PF3D7_0211600,14.7049,0,18.2912,12.9715,32.1379,38.3296,0.12,-3.101,34,3
chr2,PF3D7_0211700,22.3091,26.854,48.8959,18.2294,16.184,28.7871,1,-2.366,1259,16
chr2,PF3D7_0211800,482.3942,356.551,423.7096,106.9725,67.8197,49.0497,0.184,-2.765,114,6
chr2,PF3D7_0211900,49.3483,16.5469,162.2253,68.1117,31.364,97.9356,0.143,-3.129,147,6
chr2,PF3D7_0212000,9.2659,6.0067,49.917,11.2388,143.1439,206.851,0.138,-3.212,67,7
chr2,PF3D7_0212100,130.8501,155.2066,295.6373,128.7536,59.9391,41.3446,0.234,-2.686,653,23
chr2,PF3D7_0212200,68.0449,87.2339,43.3947,10.5642,73.7226,93.4226,0.125,-2.93,62,2
chr2,PF3D7_0212300,323.8208,518.3631,362.2591,73.5465,27.9141,25.4649,0.122,-3.662,7,1
chr2,PF3D7_0212400,46.3147,80.392,58.8315,19.9915,24.6992,52.1896,0.91,-2.893,1939,15
chr2,PF3D7_0212500,164.7698,244.0804,146.475,46.5496,26.3124,45.0081,0.12,-3.048,2257,29
chr2,PF3D7_0212600,28.6695,3.7872,168.6248,186.3355,51.1511,17.0834,0.966,-2.553,62,2
chr2,PF3D7_0212700,16.0952,23.4083,29.9742,15.2783,7.851,170.9871,0.139,-3.01,227,9
chr2,PF3D7_0212800,11.5068,27.9532,55.9642,22.5268,37.6932,65.0964,1,-2.497,678,28
chr2,PF3D7_0212900,10.5193,2.6186,133.4196,103.0934,25.9637,38.9913,0.999,-0.947,36,3
chr2,PF3D7_0213000,6.8443,3.0424,27.6292,14.2312,48.9708,138.5476,0.135,-3.027,46,5
chr2,PF3D7_0213100,90.3126,409.4634,197.8678,38.6052,116.052,242.3669,0.238,-2.617,19,1
chr2,PF3D7_0213200,25.8037,34.6089,37.5828,15.1094,218.19,300.602,0.141,-3.225,48,3
chr2,PF3D7_0213300,15.2942,10.1979,44.193,18.5507,275.7643,129.3779,0.124,0,12,1
chr2,PF3D7_0213400,14.774,14.8131,50.1954,19.9108,154.9633,118.2825,1,0.959,99,6
chr2,PF3D7_0213500,27.9725,26.2505,61.5451,18.3106,31.3114,39.115,1,-1.843,199,6
chr2,PF3D7_0213600,17.3748,3.1571,7.4693,0.923,20.4279,87.3251,1,-0.387,963,24
chr2,PF3D7_0213700,80.259,280.9565,102.6997,1.8368,561.2528,360.5697,0.976,-2.087,9,2
chr2,PF3D7_0213800,25.0327,27.2626,7.9424,1.3495,18.2771,232.5461,1,-0.384,173,9
chr2,PF3D7_0213900,76.8437,152.0397,36.895,7.1927,17.0284,23.9233,0.184,-2.747,460,17
chr2,PF3D7_0214000,274.5869,307.592,245.0289,33.3053,55.9539,32.9268,0.182,-3.405,94,2
chr2,PF3D7_0214100,716.8114,414.9043,1241.8606,4270.3724,90.5569,42.2704,0.209,-2.744,432,8
chr2,PF3D7_0214200,44.7578,10.1775,218.7476,48.4414,441.443,99.2892,0.255,0,32,2
chr2,PF3D7_0214300,32.9158,5.7214,15.4932,0.585,22.2228,27.406,1,0.214,697,9
chr2,PF3D7_0214400,341.8086,200.4648,68.2359,1.855,30.639,121.2235,0.227,-2.768,336,14
chr2,PF3D7_0214500,17.0154,7.9419,9.3127,1.6511,29.4526,41.5753,0.121,-3.055,108,6
chr2,PF3D7_0214600,33.7234,2.4798,48.4086,36.6303,5.7814,16.4537,1,-2.581,940,26
chr2,PF3D7_0214700,14.9653,0.7511,18.6674,22.2505,22.0509,27.4828,0.378,-2.578,98,6
chr2,PF3D7_0214800,111.5541,318.7181,68.9782,33.6216,21.4007,14.1876,0.123,-3.051,776,30
chr2,PF3D7_0214900,18.0366,4.904,138.7612,440.9386,52.9039,42.0593,0.937,-2.316,417,9
chr2,PF3D7_0215000,21.2906,27.8011,112.2965,57.1815,146.8509,128.2843,1,0.232,679,37
chr2,PF3D7_0215100,15.2882,28.8404,98.4535,55.6303,72.8958,45.741,0.363,0,42,4
chr2,PF3D7_0215200,15.7344,2.9773,6.3246,4.1264,19.7654,62.556,0.746,-2.274,40,5
chr2,PF3D7_0215300,41.148,10.2279,32.3008,4.1345,3.5121,3.1365,1,-1.796,448,48
chr2,PF3D7_0215400,119.4348,187.567,122.3379,105.109,23.9276,27.4273,1,-1.789,200,10
chr2,PF3D7_0215500,105.0465,83.9127,53.1652,27.3843,24.8772,51.4696,1,-0.99,48,1
chr2,PF3D7_0215600,71.4817,33.6131,46.9676,10.3525,26.0765,78.6929,0.539,-2.467,164,9
chr2,PF3D7_0215700,202.3563,299.9787,372.5065,101.1586,8.6181,9.3938,0.166,-2.783,110,2
chr2,PF3D7_0215800,24.2874,7.5574,78.0228,21.8837,10.5656,30.4216,0.128,-2.848,296,9
chr2,PF3D7_0215900,8.1405,0,19.7171,7.0527,31.2194,100.515,0.995,-2.633,103,5
chr2,PF3D7_0216000,25.516,2.6216,27.9724,4.6715,11.7027,175.0498,1,-0.504,440,16
chr2,PF3D7_0216100,21.2899,6.7647,37.9962,11.6385,20.425,52.8321,0.121,-3.094,431,18
chr2,PF3D7_0216200,63.8368,71.5099,43.5466,10.3239,28.6476,49.1633,0.335,-2.444,134,10
chr2,PF3D7_0216300,50.5594,50.8989,23.6813,1.1099,9.1666,17.4922,0.129,-2.93,1277,28
chr2,PF3D7_0216400,21.9961,12.1752,88.8306,43.0977,19.6607,53.4357,0.122,-2.861,196,11
chr2,PF3D7_0216500,30.4427,6.8553,23.5436,26.819,18.6177,49.3361,1,0.293,1117,28
chr2,PF3D7_0216600,86.6709,94.3473,144.8127,124.9012,35.0712,48.1396,0.178,-2.821,345,11
chr2,PF3D7_0216700,0.5201,0,0.4126,0,0.4168,0.6484,0.12,-2.998,448,15
chr2,PF3D7_0216700,0,0,0,0,0,0,0.12,-2.998,448,15
chr2,PF3D7_0216800,10.8268,2.8075,129.8917,798.8698,13.2553,7.3734,0.399,-2.547,431,9
chr2,PF3D7_0216900,22.3649,3.1633,70.5566,29.593,19.0086,40.8355,1,0.104,454,24
chr2,PF3D7_0217000,7.3486,0.686,20.8092,7.8436,44.2842,67.6688,1,0.002,434,18
chr2,PF3D7_0217100,21.633,12.7009,404.2977,154.4645,77.1937,91.4211,0.141,-2.779,52,3
chr2,PF3D7_0217200,21.32,12.3326,21.1389,5.7466,25.8466,64.8932,0.198,-2.728,639,17
chr2,PF3D7_0217300,49.9339,19.4222,36.7787,14.4205,260.0985,144.7541,0.198,0,9,3
chr2,PF3D7_0217400,10.8891,10.2542,18.0702,11.1223,59.2459,70.9696,0.138,-2.82,51,4
chr2,PF3D7_0217500,20.2914,5.5947,308.5089,511.5542,42.6073,47.2831,0.27,-2.631,21,1
chr2,PF3D7_0217600,22.3334,53.6363,49.578,15.9987,11.8914,18.4987,0.172,-2.811,728,27
chr2,PF3D7_0217700,47.7459,75.9172,28.092,1.2728,25.2275,73.0392,0.668,-3.009,122,6
chr2,PF3D7_0217800,356.0324,1268.101,927.3094,196.7381,820.8377,493.3815,0.169,-2.899,4,2
chr2,PF3D7_0217900,80.6602,14.5859,184.574,63.5067,17.8605,32.9298,0.123,-2.997,371,21
chr2,PF3D7_0218000,16.2045,26.0518,295.9509,83.8604,67.9583,68.9079,0.12,-3.168,45,2
chr2,PF3D7_0218100,9.4559,2.2987,56.605,44.4434,56.3584,346.273,0.145,-2.86,106,5
chr2,PF3D7_0218200,20.0399,47.4088,53.7298,27.9696,49.2777,123.7712,1,-1.565,447,13
chr2,PF3D7_0218300,40.1404,33.5107,77.4633,30.8749,113.3692,187.3461,0.97,-2.069,159,9
chr2,PF3D7_0218400,264.0622,195.9639,58.1698,22.7819,37.1866,61.2924,0.126,-3.044,176,6
chr2,PF3D7_0218500,140.6479,107.3216,92.199,21.7319,344.5909,138.6682,0.165,-3.319,14,1
chr2,PF3D7_0218600,87.3121,519.6931,104.5199,66.0679,28.0303,63.4103,0.84,-3.005,1542,22
chr2,PF3D7_0218700,117.7707,116.9562,68.323,21.2751,36.4791,69.5904,0.127,-3.175,174,12
chr2,PF3D7_0219100,30.6579,32.3991,14.7973,1.4032,36.1569,140.3772,1,0.843,183,7
chr2,PF3D7_0219200,266.6121,529.823,315.8131,64.8668,368.693,108.5013,0.125,-3.066,4,1
chr2,PF3D7_0219300,23.0088,23.8652,22.8133,10.6316,130.8245,376.5272,0.923,0,63,6
chr2,PF3D7_0219400,47.2081,107.2629,177.9594,99.7794,431.1207,471.7794,0.146,-3.231,5,2
chr2,PF3D7_0219500,10.3077,15.193,89.7218,18.4246,55.6475,80.7062,1,-1.492,89,3
chr2,PF3D7_0219600,166.0335,58.4695,190.9506,376.6178,41.7179,50.0496,0.125,-2.912,213,11
chr2,PF3D7_0219700,152.7661,6.3381,27.8702,0,19.5874,33.2923,0.137,-3.471,137,14
chr2,PF3D7_0219800,28.235,11.9236,42.0727,15.6557,6.2492,17.32,1,-2.084,139,11
chr2,PF3D7_0219900,67.8641,14.9011,11.0699,1.3276,3.5086,58.2204,0.228,-3.439,89,13
chr2,PF3D7_0220000,1164.327,478.8203,908.0742,171.4973,4.476,6.1009,1,-0.002,45,0
chr2,PF3D7_0220100,179.74,162.0136,34.9919,4.2867,8.2943,13.1127,0.125,-3.131,580,42
chr2,PF3D7_0220200,256.7138,882.0961,196.2229,34.4308,8.6541,7.8212,0.339,-3.604,22,2
chr2,PF3D7_0220300,17.7392,226.0785,40.4161,0.9156,9.6786,4.7052,0.817,-2.119,33,14
chr2,PF3D7_0220400,,,,,,,1,-1.511,,
chr2,PF3D7_0220500,26.7827,83.3388,12.1671,11.8129,3.1218,1.6188,0.126,-3.119,23,4
chr2,PF3D7_0220600,51.0428,152.5585,38.8131,5.586,7.6887,4.3059,0.132,-3.046,54,5
chr2,PF3D7_0220700,317.631,175.5161,42.1847,7.1082,9.8622,8.2798,0.124,-2.734,109,11
chr2,PF3D7_0220800,13.9834,3.0057,147.4393,359.3012,0.7372,1.0704,1,0.04,1351,69
chr2,PF3D7_0220900,,,,,,,0.389,-3.298,,
chr2,PF3D7_0221000,9.7937,0,3.8842,0,0.872,0,0.997,-2.773,192,23
chr2,PF3D7_0221100,,,,,,,0.979,-2.744,,
chr2,PF3D7_0221200,9.0792,43.3403,36.8267,4.0045,0.3307,1.0289,0.94,-2.907,94,28
chr2,PF3D7_0221300,,,,,,,0.135,-2.91,,
chr2,PF3D7_0221400,9.6899,3.3502,0,0,0,0.4474,0.861,-2.451,135,17
chr2,PF3D7_0221500,,,,,,,0.122,-2.964,,
chr2,PF3D7_0221600,,,,,,,0.124,-2.84,,
chr2,PF3D7_0221700,59.856,9.0122,33.5409,6.5575,0.3095,1.6047,0.999,-0.891,,
chr2,PF3D7_0221800,23.9479,1.7742,3.3921,1.3832,0.4569,0.7108,0.12,-3.079,,
chr2,PF3D7_0221900,,,,,,,1,-0.998,,
chr2,PF3D7_0222000,0,0,0,0,0,0,0.127,-2.783,,
chr2,PF3D7_0222100,0,1.3083,0.5003,0,0.6739,0,1,-0.777,,
chr2,PF3D7_0222200,0,0,0,0,0,0,0.795,-2.999,,
chr2,PF3D7_0222300,,,,,,,0.126,-2.935,,
chr2,PF3D7_0222400,,,,,,,0.885,-2.189,,
chr2,PF3D7_0222500,6.1801,6.4101,0.6128,0,1.6508,0,0.691,-2.535,,
chr2,PF3D7_0222600,15.7287,14.1676,0.985,0,0.6634,0.344,0.754,-2.463,,
chr2,PF3D7_0222700,9.3599,8.0093,0,2.2706,0,0.3889,0.647,-2.297,,
chr2,PF3D7_0222800,17.6168,3.4261,0.655,0,0,0,0.256,-2.511,,
chr2,PF3D7_0222900,,,,,,,0.754,-2.487,,
chr2,PF3D7_0223100,10.9566,1.4205,0,0,1.4634,0,0.18,-2.762,,
chr2,PF3D7_0223200,17.9491,0.7349,0,2.2917,0.757,0.3926,1,-1.645,,
chr2,PF3D7_0223300,4.591,0.5102,0.3902,0,0,0,0.943,-2.01,,
chr2,PF3D7_0223400,29.4824,2.1501,25.7607,0,7.3832,1.1486,0.344,-2.339,,
chr2,PF3D7_0223500,492.6126,707.7968,13.2131,37.9012,4.419,5.4103,,,,
chr3,PF3D7_0300100,88.4599,76.7946,7.0756,19.4754,12.1523,2.533,1,0.144,,
chr3,PF3D7_0300200,13.8542,0.7185,6.044,0,2.9606,0.7676,0.126,-3.038,,
chr3,PF3D7_0300300,,,,,,,0.784,-2.186,,
chr3,PF3D7_0300400,6.7527,1.751,0.6695,0,0,0,0.561,-2.368,,
chr3,PF3D7_0300500,5.6159,2.1844,0,4.5411,0,0.3889,0.997,-2.175,,
chr3,PF3D7_0300600,0,0,0,0,0,0,0.128,-2.728,,
chr3,PF3D7_0300700,16.7327,83.5805,1.5717,4.2727,0,0,0.982,-2.016,,
chr3,PF3D7_0300800,8.3056,0,0,0,0,0,0.999,-1.649,,
chr3,PF3D7_0300900,5.0171,0,2.2385,0,0,1.5636,0.274,-2.663,,
chr3,PF3D7_0301000,11.8165,0.7071,0.2704,0,0.3642,0.7554,0.121,-2.996,274,19
chr3,PF3D7_0301100,20.5268,1.7742,0,0,0,0.9478,0.124,-3.204,156,13
chr3,PF3D7_0301200,57.5035,3.0563,14.661,4.3321,0.8587,1.4842,0.129,-3.073,130,14
chr3,PF3D7_0301300,41.8316,43.2654,11.3117,0,2.6665,3.1605,0.981,-1.86,108,11
chr3,PF3D7_0301400,11.2642,64.4677,48.8223,13.6626,29.6592,75.8953,0.171,-2.773,140,25
chr3,PF3D7_0301500,28.2559,11.8746,11.3996,1.5757,17.9584,33.2003,0.12,-3.127,127,14
chr3,PF3D7_0301600,165.7534,341.4998,65.6664,7.9014,10.7307,11.8807,0.996,-2.439,464,45
chr3,PF3D7_0301700,33.249,490.7653,173.9272,27.1175,11.4847,8.6948,0.898,-2.273,74,6
chr3,PF3D7_0301800,96.0344,14.8752,18.4539,4.1233,2.3837,3.8847,0.32,-2.725,83,10
chr3,PF3D7_0301900,25.4116,10.0943,11.901,1.3116,24.2633,74.816,0.141,-3.159,107,12
chr3,PF3D7_0302000,187.1626,210.9536,135.5918,31.2775,51.6615,63.2564,0.124,-3.009,206,21
chr3,PF3D7_0302100,100.3395,206.6791,157.1632,24.26,26.4466,71.8242,0.991,-2.546,514,28
chr3,PF3D7_0302200,10.934,2.686,149.1508,427.6442,1.9984,0.9565,0.932,-2.926,4,0
chr3,PF3D7_0302300,,,,,,,1,-0.99,,
chr3,PF3D7_0302500,21.3538,2.5955,468.24,1631.7294,22.727,4.9913,1,-2.547,10,0
chr3,PF3D7_0302600,10.8975,23.0871,60.9671,20.2485,8.547,16.0902,1,-1.805,983,49
chr3,PF3D7_0302700,8.2579,11.4204,44.2138,35.6131,77.205,61.7673,0.12,-2.948,33,2
chr3,PF3D7_0302800,111.5865,52.0167,43.073,14.4644,13.6521,39.2898,0.12,-3.069,176,11
chr3,PF3D7_0302900,117.0615,76.0965,241.334,103.382,60.8099,33.8492,0.127,-3.224,136,9
chr3,PF3D7_0303000,37.79,19.7178,61.9608,14.5335,15.1417,10.1497,0.186,-3.241,247,9
chr3,PF3D7_0303100,9.8211,15.6751,28.1048,14.7875,8.9558,22.0941,1,-0.478,947,36
chr3,PF3D7_0303200,27.7668,41.224,294.0952,201.1936,50.029,39.8185,0.409,-2.458,347,10
chr3,PF3D7_0303300,79.562,57.9343,53.9361,13.4655,164.9553,100.1456,0.147,-3.103,20,1
chr3,PF3D7_0303400,8.3033,2.2204,74.8665,58.539,55.5187,57.2546,0.127,-3.224,112,6
chr3,PF3D7_0303500,21.7049,17.492,89.8289,43.5617,43.1709,167.4742,0.124,-2.943,643,14
chr3,PF3D7_0303600,4.9276,13.7996,12.3119,9.5628,67.9186,76.9903,0.185,-3.715,75,2
chr3,PF3D7_0303700,31.6958,185.3814,336.962,236.3626,98.7769,156.3443,0.576,-3.123,198,16
chr3,PF3D7_0303800,14.9358,50.2512,43.0939,17.2101,25.7333,157.1787,0.96,-2.875,209,13
chr3,PF3D7_0303900,11.9236,0,22.5699,5.2591,588.9442,3984.0995,0.993,-2.694,74,4
chr3,PF3D7_0304000,22.0428,3.7153,10.4907,3.5648,7.0657,7.3278,1,-2.253,331,14
chr3,PF3D7_0304100,11.6224,0.8476,51.2084,74.8909,56.1737,1007.1279,0.858,-2.319,219,13
chr3,PF3D7_0304200,113.28,116.6325,107.8816,83.1327,54.9247,71.7959,0.73,0.766,25,2
chr3,PF3D7_0304300,18.1431,3.0981,15.4003,4.8306,11.3476,16.9173,1,0.257,924,22
chr3,PF3D7_0304400,384.4714,382.7408,181.6028,75.7355,707.0104,425.2383,0.981,-2.234,4,1
chr3,PF3D7_0304500,52.1294,28.3311,34.4105,10.3938,69.2427,34.7186,0.418,-2.494,23,1
chr3,PF3D7_0304600,62.1177,87.6644,124.5971,168.0238,427.3045,42.0312,0.962,-2.132,273,26
chr3,PF3D7_0304700,16.4248,3.1943,12.2139,1.6602,9.8716,27.5852,1,-0.931,397,44
chr3,PF3D7_0304800,15.1119,3.3063,20.7896,10.3104,10.9747,24.7261,0.14,-2.945,749,26
chr3,PF3D7_0304900,101.5972,160.0775,52.2452,10.4432,61.4071,100.894,0.2,-2.864,40,1
chr3,PF3D7_0305000,39.4793,43.9412,104.424,27.9945,18.9823,73.1933,0.154,-2.741,121,5
chr3,PF3D7_0305100,31.4597,87.1123,77.0343,38.6125,38.1161,122.3249,1,-1.219,839,5
chr3,PF3D7_0305200,80.4022,100.1784,73.8125,107.0294,15.4348,64.96,1,-0.894,153,5
chr3,PF3D7_0305300,268.7561,142.2723,112.6595,47.198,45.3194,93.1385,1,-1.973,506,12
chr3,PF3D7_0305400,76.7192,19.6886,66.3434,32.617,348.597,179.4492,0.12,-2.994,26,1
chr3,PF3D7_0305500,210.7764,629.3296,213.6224,207.826,55.7901,75.4784,0.12,-3.068,1663,32
chr3,PF3D7_0305600,24.4602,9.7711,158.6897,110.6551,24.6343,269.4914,0.166,-2.904,257,13
chr3,PF3D7_0305700,88.569,290.908,450.7921,261.1083,454.4427,369.8321,0.202,0,22,1
chr3,PF3D7_0305800,27.7387,3.6397,5.7657,0.8107,24.9069,52.356,1,0.524,749,28
chr3,PF3D7_0305900,5.1799,1.0074,11.5558,3.1414,69.5292,205.5623,0.145,-2.704,88,2
chr3,PF3D7_0306000,8.0983,6.2998,94.5477,61.3915,384.5142,145.9659,0.91,-2.849,33,3
chr3,PF3D7_0306100,76.4461,62.043,73.4342,23.2812,19.0943,68.0715,0.125,-2.924,448,22
chr3,PF3D7_0306200,55.3538,47.5637,39.6023,7.0212,75.6703,763.7246,0.854,-3.363,134,5
chr3,PF3D7_0306300,75.2712,162.652,226.5905,61.7108,631.9587,341.0224,0.134,-3.137,35,2
chr3,PF3D7_0306400,13.846,7.6936,205.141,245.514,19.8137,32.8778,0.988,-2.349,93,5
chr3,PF3D7_0306500,17.4016,5.5151,191.7085,145.4024,115.1752,136.32,0.174,-2.693,79,4
chr3,PF3D7_0306600,9.6969,4.7146,102.3948,223.4705,415.7344,333.4403,0.119,-3.029,20,2
chr3,PF3D7_0306700,55.2391,51.7248,41.0774,12.4076,92.2219,64.612,0.449,-3.391,29,3
chr3,PF3D7_0306800,471.5585,690.4711,446.9278,49.2553,39.1836,29.9612,0.191,-2.7,59,2
chr3,PF3D7_0306900,966.2554,2381.3697,1026.0548,806.7937,1361.2161,306.2478,0.139,-2.925,6,1
chr3,PF3D7_0307100,726.5404,1862.6776,942.4623,251.7822,804.6657,181.5468,0.474,-2.312,17,1
chr3,PF3D7_0307200,1328.3314,2052.3146,1016.8589,534.2853,774.8159,315.5109,0.137,-3.165,45,3
chr3,PF3D7_0307300,18.2371,5.1073,4.7737,10.6177,12.2762,85.1802,1,-1.844,240,11
chr3,PF3D7_0307400,28.1681,27.9383,117.7199,73.4563,27.6517,95.1037,0.12,-3.078,121,3
chr3,PF3D7_0307500,7.5619,8.0498,62.7436,41.5154,26.7908,28.6115,0.12,-2.971,115,8
chr3,PF3D7_0307600,13.8064,18.5776,141.6264,101.3815,35.8829,59.6973,0.923,-1.227,573,21
chr3,PF3D7_0307700,33.3384,188.2527,1008.7066,1187.9246,60.1114,95.8206,0.776,-2.472,610,21
chr3,PF3D7_0307800,44.811,55.4472,116.2942,40.1259,30.1257,20.9954,0.152,-2.753,142,10
chr3,PF3D7_0307900,25.9216,16.4229,9.6976,1.7287,9.8509,44.6409,1,-1.196,1205,4
chr3,PF3D7_0308000,11.9978,39.407,70.3176,15.0913,42.7313,45.9782,0.129,-2.834,96,3
chr3,PF3D7_0308100,30.752,4.4407,89.1719,147.8592,10.182,17.9056,1,0.095,2618,27
chr3,PF3D7_0308200,366.1496,515.8736,341.8066,110.5447,65.119,29.5298,0.134,-3.235,48,2
chr3,PF3D7_0308300,8.2035,7.3634,33.7866,61.2321,37.4211,30.418,0.122,-2.985,207,15
chr3,PF3D7_0308500,31.4892,300.4219,154.1055,47.5623,587.5293,103.4466,0.46,-2.208,39,2
chr3,PF3D7_0308600,179.7567,211.0671,241.5589,52.8008,15.9388,11.5398,0.145,-2.928,129,6
chr3,PF3D7_0308700,29.0643,2.5527,57.17,166.0291,18.0318,20.6486,0.121,-2.862,258,10
chr3,PF3D7_0308800,28.8937,7.2247,91.4699,135.177,184.4079,279.1538,0.519,-2.639,46,3
chr3,PF3D7_0308900,239.4956,270.9927,182.4363,78.6626,21.1598,20.9822,0.12,-2.922,604,33
chr3,PF3D7_0309000,79.7101,46.0629,60.7748,18.9418,118.1067,119.919,0.13,-2.824,188,9
chr3,PF3D7_0309100,27.2054,7.2401,25.5546,13.8939,679.8586,607.7941,1,0,45,5
chr3,PF3D7_0309200,37.0729,24.5369,128.149,43.5161,58.4593,150.9482,0.199,-2.77,916,11
chr3,PF3D7_0309300,74.3103,52.1398,126.728,74.9339,25.4545,16.2267,1,-0.694,41,2
chr3,PF3D7_0309500,541.1949,548.8598,674.5558,730.5021,50.0675,15.7879,1,-2.521,88,5
chr3,PF3D7_0309600,459.9502,2281.969,995.1323,1159.8884,1650.3939,344.4705,0.132,-3.225,20,1
chr3,PF3D7_0309700,108.9415,27.6143,33.4971,4.4541,36.2939,83.1645,1,0.173,350,10
chr3,PF3D7_0309800,72.0299,61.1897,100.6863,19.2957,207.5162,100.2616,0.281,-2.656,66,3
chr3,PF3D7_0309900,17.4348,6.6307,31.8075,12.2183,8.3829,30.6701,1,-0.484,809,26
chr3,PF3D7_0310000,7.6546,7.741,57.377,22.2826,123.2952,540.7382,0.137,-2.751,92,5
chr3,PF3D7_0310100,26.7129,22.2917,17.6252,10.6038,77.8425,16.5496,1,-3.018,75,5
chr3,PF3D7_0310200,276.7213,692.152,143.0934,37.2327,22.4889,45.9271,1,-2.583,46,0
chr3,PF3D7_0310300,137.0753,153.5639,51.8932,12.4756,26.154,77.5916,1,0.153,285,15
chr3,PF3D7_0310400,34.753,9.5793,428.3074,321.29,12.7188,69.3642,0.192,-2.732,388,18
chr3,PF3D7_0310500,51.4132,129.9569,102.6513,22.5522,14.9,47.6456,0.979,-2.667,1162,35
chr3,PF3D7_0310600,79.6367,183.2708,88.4355,22.5384,73.9224,51.5692,0.211,-3.232,65,3
chr3,PF3D7_0310700,32.2658,87.2797,162.285,30.2414,59.3526,78.6187,0.133,-2.731,15,1
chr3,PF3D7_0310800,79.5274,245.8344,385.9588,137.0756,115.7207,164.3658,0.138,-3.06,21,3
chr3,PF3D7_0310900,47.6914,17.3133,139.731,75.1998,19.746,90.1713,0.191,-2.707,285,11
chr3,PF3D7_0311000,12.1036,1.0462,5.6004,0,127.1698,44.1486,0.123,-3.032,56,12
chr3,PF3D7_0311100,131.5813,193.8581,142.0219,29.6336,20.977,29.2969,1,-2.076,380,19
chr3,PF3D7_0311200,17.9699,59.2149,41.2,10.2858,19.0927,38.4272,0.12,-2.924,771,22
chr3,PF3D7_0311300,17.8951,9.2806,250.8042,209.3935,78.8727,88.0681,0.134,-2.974,199,9
chr3,PF3D7_0311400,27.6262,3.314,6.2207,12.2133,14.4832,63.9977,1,-2.03,1399,31
chr3,PF3D7_0311500,46.0309,6.4572,10.774,1.8306,55.6334,267.1625,0.754,0.908,10,1
chr3,PF3D7_0311600,15.0683,4.1515,24.8383,1.5231,157.4807,304.9899,0.136,-3.075,334,16
chr3,PF3D7_0311700,9.3217,1.88,13.3503,4.1876,967.5114,2331.4623,1,-0.936,77,8
chr3,PF3D7_0311800,15.7632,3.4586,131.0454,61.7708,41.4589,116.7295,0.12,-3.078,81,4
chr3,PF3D7_0311900,9.7383,16.3633,18.0753,13.2292,11.5498,25.5751,0.12,-3.078,706,49
chr3,PF3D7_0312000,16.4651,24.8164,96.1148,54.92,118.7506,21.3812,0.411,-2.236,29,2
chr3,PF3D7_0312100,24.9326,10.2682,139.4255,107.4458,65.5817,84.3475,0.169,-2.759,343,14
chr3,PF3D7_0312200,13.4383,5.5469,29.5305,10.6446,22.1971,56.8675,1,-2.202,622,23
chr3,PF3D7_0312300,48.5486,100.7112,213.498,157.0285,449.3144,348.1012,0.129,-3.194,57,2
chr3,PF3D7_0312400,17.2137,63.864,359.8619,209.8601,210.9842,219.7274,0.152,-2.791,42,2
chr3,PF3D7_0312500,23.1022,122.5918,39.7582,7.0053,45.6219,23.8285,1,-1.543,291,7
chr3,PF3D7_0312800,432.3572,843.3955,324.6176,169.2598,987.8114,327.6068,0.119,-3.099,11,1
chr3,PF3D7_0312900,159.7722,82.6427,34.8347,10.1461,19.4399,31.6319,0.989,-1.991,146,5
chr3,PF3D7_0313000,117.6788,25.9867,43.8111,12.8922,23.7279,132.8206,0.999,-1.935,199,11
chr3,PF3D7_0313100,49.0585,152.6535,163.976,65.3514,26.3606,48.0778,0.276,-2.628,172,8
chr3,PF3D7_0313200,35.9732,27.9842,78.4688,34.9062,91.2874,550.6015,0.372,-2.587,64,1
chr3,PF3D7_0313300,19.0711,11.8686,26.6619,6.9395,22.9243,148.1955,0.12,-3.133,57,4
chr3,PF3D7_0313400,48.373,50.7708,28.3204,9.3131,13.8444,125.2329,0.155,-2.815,532,20
chr3,PF3D7_0313500,29.6609,46.1474,31.8428,6.6164,9.5623,48.4516,0.12,-3.123,528,30
chr3,PF3D7_0313600,18.9418,12.7027,36.3314,11.8836,23.8158,104.0894,0.814,-2.108,1028,23
chr3,PF3D7_0313700,12.9744,8.4873,61.7482,20.0289,16.541,37.0049,0.128,-2.975,97,7
chr3,PF3D7_0313800,9.4553,22.6793,79.8439,22.3001,14.9438,28.3769,0.126,-3.084,241,8
chr3,PF3D7_0313900,8.4922,2.6425,7.6791,3.2961,23.6824,39.0998,1,-1.457,1064,26
chr3,PF3D7_0314000,17.1768,24.2189,159.0264,200.5292,169.4801,505.2176,0.682,-2.312,42,2
chr3,PF3D7_0314100,18.892,16.9825,44.2065,15.2764,218.3433,71.8754,0.12,-2.94,42,4
chr3,PF3D7_0314100,0,0,0,0,0,0,0.12,-2.94,42,4
chr3,PF3D7_0314200,12.3148,15.4752,47.7607,21.8309,12.7153,23.7169,0.143,-3.219,775,25
chr3,PF3D7_0314300,9.0958,4.2455,28.1378,10.297,7.289,14.1109,0.141,-3.281,95,5
chr3,PF3D7_0314400,77.5368,62.0019,60.8153,21.0159,101.707,59.9398,0.12,-3.016,12,1
chr3,PF3D7_0314500,34.2884,60.8065,30.7703,9.1637,33.7646,31.0324,0.985,-2.054,55,1
