QueryIsoform	QueryID	TargetID	Identity	Coverage	QueryLength	MisMatch	Gaps	Evalue	BitScore	ManualScore
PF3D7_0307400.1-p1	PF3D7_0307400	sp|Q16740|CLPP_HUMAN	44.767	172	370	94	1	1.87E-44	155	2081.06054054054
PF3D7_0307700.1-p1	PF3D7_0307700	sp|Q9BYE2|TMPSD_HUMAN	32.941	85	1826	57	0	0.0000000365	59.3	153.339813800657
PF3D7_0307900.1-p1	PF3D7_0307900	sp|Q5TCS8|KAD9_HUMAN	20.347	634	3724	404	21	3.46E-13	77.8	346.401664876477
PF3D7_0308000.1-p1	PF3D7_0308000	sp|P49005|DPOD2_HUMAN	32.713	376	498	222	8	4.1E-49	176	2469.89718875502
PF3D7_0308200.1-p1	PF3D7_0308200	sp|Q99832|TCPH_HUMAN	57.306	527	539	222	2	0	629	5603.01706864564
PF3D7_0308500.1-p1	PF3D7_0308500	tr|G3V438|G3V438_HUMAN	30.303	132	140	83	3	1.75E-16	73.2	2857.14
PF3D7_0308600.1-p1	PF3D7_0308600	sp|Q9UMS4|PRP19_HUMAN	33.095	559	532	291	14	6.46E-100	311	3477.46334586466
PF3D7_0308900.1-p1	PF3D7_0308900	sp|O75533|SF3B1_HUMAN	68.892	839	1386	260	1	0	1204	4170.30216450216
PF3D7_0309000.1-p1	PF3D7_0309000	sp|Q9UNI6|DUS12_HUMAN	28.736	261	575	160	6	4.65E-28	116	1304.36452173913
PF3D7_0309200.1-p1	PF3D7_0309200	sp|Q9UQB9|AURKC_HUMAN	38.926	298	1650	161	6	1.76E-60	211	703.027151515151
PF3D7_0309300.1-p1	PF3D7_0309300	sp|Q8N4J0|CARME_HUMAN	43.254	252	955	135	6	2.72E-53	192	1141.36209424084
PF3D7_0309500.1-p1	PF3D7_0309500	sp|P08243|ASNS_HUMAN	38.087	575	610	278	17	1.78E-95	304	3590.16803278689
PF3D7_0309600.1-p1	PF3D7_0309600	sp|P05387|RLA2_HUMAN	41.538	65	112	38	0	1.95E-13	62.4	2410.6875
PF3D7_0309700.1-p1	PF3D7_0309700	tr|J3KPI1|J3KPI1_HUMAN	33.981	103	608	64	3	0.0000000045	60.5	575.664967105263
PF3D7_0309800.1-p1	PF3D7_0309800	tr|J3QR07|J3QR07_HUMAN	41.549	142	280	73	3	1.3E-25	107	2107.12785714286
PF3D7_0310100.1-p1	PF3D7_0310100	sp|Q16566|KCC4_HUMAN	42.701	274	562	150	6	2.73E-65	221	2081.86370106762
PF3D7_0310200.1-p1	PF3D7_0310200	sp|Q9HCD5|NCOA5_HUMAN	24.138	58	4550	44	0	0.0000281	51.6	30.7693186813187
PF3D7_0310400.1-p1	PF3D7_0310400	sp|Q6Y288|B3GLT_HUMAN	29.457	129	1294	80	4	0.0000000169	59.7	293.65942812983
PF3D7_0310500.1-p1	PF3D7_0310500	sp|Q6P158|DHX57_HUMAN	24.924	654	2269	362	22	6.96E-38	157	718.391185544293
PF3D7_0310600.1-p1	PF3D7_0310600	sp|Q9UBQ5|EIF3K_HUMAN	21.176	170	235	123	3	1.37E-11	62.8	1531.88085106383
PF3D7_0310700.1-p1	PF3D7_0310700	sp|Q9Y296|TPPC4_HUMAN	40	115	145	56	3	1.72E-23	92	3172.41379310345
PF3D7_0311100.1-p1	PF3D7_0311100	tr|A0A994J7H1|A0A994J7H1_HUMAN	35.542	166	600	96	2	1.6E-22	103	983.328666666667
PF3D7_0311200.1-p1	PF3D7_0311200	tr|A0A140TA40|A0A140TA40_HUMAN	25.625	160	1367	110	3	2.22E-10	66.6	299.926847110461
PF3D7_0311300.1-p1	PF3D7_0311300	sp|Q8TCG2|P4K2B_HUMAN	26.433	314	953	171	15	3.66E-10	64.7	870.929905561385
PF3D7_0311400.1-p1	PF3D7_0311400	sp|Q9BXA7|TSSK1_HUMAN	30.855	269	2515	145	13	1.38E-17	88.2	330.019681908549
PF3D7_0311700.1-p1	PF3D7_0311700	sp|P14091|CATE_HUMAN	32.951	349	432	204	9	9.71E-55	187	2662.01365740741
PF3D7_0312100.1-p1	PF3D7_0312100	sp|Q9Y225|RNF24_HUMAN	26.772	127	836	77	6	0.000000506	51.2	406.703827751196
PF3D7_0312200.1-p1	PF3D7_0312200	tr|D6RFW1|D6RFW1_HUMAN	29.457	129	1236	73	3	0.00000000161	60.1	307.439563106796
PF3D7_0312300.1-p1	PF3D7_0312300	tr|R4GMR5|R4GMR5_HUMAN	35.019	257	304	153	4	2E-33	124	2960.48782894737
PF3D7_0312400.1-p1	PF3D7_0312400	sp|P49841|GSK3B_HUMAN	54.624	346	440	150	3	5.87E-135	395	4295.43272727273
PF3D7_0312800.1-p1	PF3D7_0312800	tr|E5RIT6|E5RIT6_HUMAN	63.415	123	126	44	1	1.16E-49	155	6190.51190476191
PF3D7_0313100.1-p1	PF3D7_0313100	sp|Q9UBV2|SE1L1_HUMAN	26.126	444	807	289	13	1.01E-25	114	1437.4156133829
PF3D7_0314400.1-p1	PF3D7_0314400	sp|O00743|PPP6_HUMAN	60.714	308	308	118	2	5.38E-141	400	6071.4
PF3D7_0314700.1-p1	PF3D7_0314700	tr|E5RI87|E5RI87_HUMAN	45.833	48	1181	26	0	1.18E-10	66.2	186.281456392887
PF3D7_0315100.1-p1	PF3D7_0315100	tr|C9JEL3|C9JEL3_HUMAN	24.118	170	227	103	4	2.85E-13	67.4	1806.19383259912
PF3D7_0315200.1-p1	PF3D7_0315200	sp|A8TX70|CO6A5_HUMAN	19.951	411	2114	281	13	5.4E-16	86.3	387.883680227058
PF3D7_0315500.1-p1	PF3D7_0315500	sp|Q9HD33|RM47_HUMAN	36.842	95	232	54	2	0.0000000512	53.1	1508.61637931034
PF3D7_0315800.1-p1	PF3D7_0315800	tr|A0A8V8TMY5|A0A8V8TMY5_HUMAN	22.222	126	365	90	5	0.0000254	47	767.115616438356
PF3D7_0316100.1-p1	PF3D7_0316100	sp|Q9P0M9|RM27_HUMAN	30.189	106	298	51	3	0.0000443	43.9	1073.83691275168
PF3D7_0316300.1-p1	PF3D7_0316300	sp|Q15181|IPYR_HUMAN	39.614	207	380	110	3	9.58E-46	159	2157.92052631579
PF3D7_0316300.2-p1	PF3D7_0316300	sp|Q15181|IPYR_HUMAN	39.614	207	431	110	3	2.71E-45	159	1902.57494199536
PF3D7_0316500.1-p1	PF3D7_0316500	sp|Q9Y5S2|MRCKB_HUMAN	20.635	315	461	211	7	0.0000249	48.1	1409.98373101952
PF3D7_0316700.1-p1	PF3D7_0316700	sp|Q96HR9|REEP6_HUMAN	40.252	159	221	94	1	2.43E-40	138	2895.95837104072
PF3D7_0316800.1-p1	PF3D7_0316800	sp|P62244|RS15A_HUMAN	73.077	130	130	35	0	9.26E-70	206	7307.7
PF3D7_0316900.1-p1	PF3D7_0316900	tr|K7EPJ5|K7EPJ5_HUMAN	40	50	600	28	1	0.0000000237	58.2	333.333333333333
PF3D7_0317000.1-p1	PF3D7_0317000	sp|P25788|PSA3_HUMAN	36.179	246	252	148	3	9.41E-57	182	3531.75952380952
PF3D7_0317200.1-p1	PF3D7_0317200	tr|A0A0D9SER5|A0A0D9SER5_HUMAN	29.528	254	1553	144	8	1.21E-23	109	482.943464262717
PF3D7_0317300.1-p1	PF3D7_0317300	sp|O75154|RFIP3_HUMAN	22.275	211	3394	148	5	0.00004	50.8	138.480406599882
PF3D7_0317500.1-p1	PF3D7_0317500	tr|A0A7I2V3V3|A0A7I2V3V3_HUMAN	44.875	361	1619	169	8	1.85E-79	274	1000.60994441013
PF3D7_0317600.1-p1	PF3D7_0317600	sp|P62280|RS11_HUMAN	64.375	160	161	49	4	9.88E-67	201	6397.51552795031
PF3D7_0317700.1-p1	PF3D7_0317700	tr|A0A7P0T965|A0A7P0T965_HUMAN	20.62	548	2870	314	21	3.22E-14	80.5	393.719860627178
PF3D7_0317800.1-p1	PF3D7_0317800	sp|O00233|PSMD9_HUMAN	26.126	222	225	146	6	5.14E-28	106	2577.76533333333
PF3D7_0318100.1-p1	PF3D7_0318100	sp|Q9UJZ1|STML2_HUMAN	48.227	282	374	135	1	1.43E-92	282	3636.36737967914
PF3D7_0318200.1-p1	PF3D7_0318200	tr|A0AAG2TJB2|A0AAG2TJB2_HUMAN	50.573	611	2457	272	7	0	612	1257.63544973545
PF3D7_0318600.1-p1	PF3D7_0318600	sp|Q5TA45|INT11_HUMAN	43.99	416	1017	201	4	6.59E-122	386	1799.39429695182
PF3D7_0318800.1-p1	PF3D7_0318800	sp|P60174|TPIS_HUMAN	30.83	253	357	160	5	2.18E-33	125	2184.87114845938
PF3D7_0318900.1-p1	PF3D7_0318900	sp|Q96A33|CCD47_HUMAN	22.886	201	440	141	4	0.00000000789	58.5	1045.47409090909
PF3D7_0319000.1-p1	PF3D7_0319000	tr|A0A2R8YDI5|A0A2R8YDI5_HUMAN	28.597	549	1864	286	18	2.01E-39	162	842.261427038627
PF3D7_0319100.1-p1	PF3D7_0319100	sp|P62877|RBX1_HUMAN	69.565	92	107	20	1	3.23E-42	135	5981.28971962617
PF3D7_0319200.1-p1	PF3D7_0319200	sp|Q6L8Q7|PDE12_HUMAN	23.38	355	906	227	12	3.05E-18	90.5	916.103752759382
PF3D7_0319300.1-p1	PF3D7_0319300	sp|P63146|UBE2B_HUMAN	54.362	149	160	68	0	5.6E-58	178	5062.46125
PF3D7_0319400.1-p1	PF3D7_0319400	sp|Q2TAC6|KIF19_HUMAN	45.994	337	1363	171	7	1.95E-73	266	1137.19574468085
PF3D7_0319500.1-p1	PF3D7_0319500	sp|Q9Y388|RBMX2_HUMAN	57.143	119	309	51	0	6.83E-44	153	2200.65275080906
PF3D7_0319600.1-p1	PF3D7_0319600	tr|H0YE58|H0YE58_HUMAN	41.379	87	156	50	1	4.15E-18	75.9	2307.675
PF3D7_0319700.1-p1	PF3D7_0319700	tr|H7C0U5|H7C0U5_HUMAN	25.434	173	3133	118	3	5.11E-13	76.6	140.443089690393
PF3D7_0320100.1-p1	PF3D7_0320100	sp|O75396|SC22B_HUMAN	31.278	227	221	136	5	3.42E-36	127	3212.71764705882
PF3D7_0320300.1-p1	PF3D7_0320300	sp|P48643|TCPE_HUMAN	55.347	533	535	237	1	0	635	5514.00953271028
PF3D7_0320800.1-p1	PF3D7_0320800	sp|P26196|DDX6_HUMAN	66.042	427	433	142	2	0	585	6512.68683602771
PF3D7_0320900.1-p1	PF3D7_0320900	sp|P0C0S5|H2AZ_HUMAN	80.672	119	158	23	0	3.59E-64	193	6075.92911392405
PF3D7_0321200.1-p1	PF3D7_0321200	sp|Q9H3H5|GPT_HUMAN	45.833	312	397	138	9	3.64E-72	232	3601.98891687657
PF3D7_0321400.1-p1	PF3D7_0321400	sp|Q9UIK4|DAPK2_HUMAN	24.211	285	319	186	10	9.3E-15	75.1	2163.05172413793
PF3D7_0321500.1-p1	PF3D7_0321500	sp|P13798|ACPH_HUMAN	25.217	230	1074	161	5	3.62E-21	100	540.02886405959
PF3D7_0321600.1-p1	PF3D7_0321600	sp|Q86XP3|DDX42_HUMAN	25.941	478	735	322	6	3.93E-50	190	1687.04734693878
PF3D7_0321900.1-p1	PF3D7_0321900	sp|Q6NXT6|TAPT1_HUMAN	24.275	276	1283	179	5	1.32E-15	82.8	522.205767731878
PF3D7_0322000.1-p1	PF3D7_0322000	sp|P62937|PPIA_HUMAN	61.212	165	171	58	1	4.36E-70	210	5906.42105263158
PF3D7_0322300.1-p1	PF3D7_0322300	sp|O75907|DGAT1_HUMAN	34.44	241	653	147	5	2.74E-41	157	1271.06278713629
PF3D7_0322500.1-p1	PF3D7_0322500	sp|Q9BUE6|ISCA1_HUMAN	36.709	79	404	46	1	5.14E-12	63.9	717.824504950495
PF3D7_0322900.1-p1	PF3D7_0322900	sp|P61247|RS3A_HUMAN	58.264	242	262	98	3	3.12E-92	273	5381.63664122138
PF3D7_0323100.1-p1	PF3D7_0323100	tr|A0A7P0T991|A0A7P0T991_HUMAN	38.462	52	1542	32	0	0.000000187	56.2	129.703242542153
PF3D7_0323300.1-p1	PF3D7_0323300	sp|Q8N8R5|CB069_HUMAN	27.344	128	433	87	1	0.000000348	53.1	808.321478060046
PF3D7_0323400.1-p1	PF3D7_0323400	sp|Q96RW7|HMCN1_HUMAN	21.231	325	1086	193	14	0.00000101	54.7	635.366022099448
PF3D7_0323700.1-p1	PF3D7_0323700	sp|O43290|SNUT1_HUMAN	39.535	86	693	50	1	5.36E-11	67	490.621933621934
PF3D7_0401800.1-p1	PF3D7_0401800	sp|A8MUU9|YV023_HUMAN	50.476	105	560	52	0	0.0000234	48.1	946.425
PF3D7_0401900.1-p1	PF3D7_0401900	sp|Q9ULC5|ACSL5_HUMAN	24.38	484	971	339	11	2.48E-36	148	1215.23377960865
PF3D7_0403100.1-p1	PF3D7_0403100	tr|H0Y6K7|H0Y6K7_HUMAN	28.333	180	626	84	7	0.0000000641	56.2	814.686900958467
PF3D7_0403500.1-p1	PF3D7_0403500	sp|O75604|UBP2_HUMAN	25.594	379	400	215	16	6E-18	86.7	2425.0315
PF3D7_0403700.1-p1	PF3D7_0403700	sp|Q9BZJ0|CRNL1_HUMAN	40.789	684	780	387	6	3.24E-176	528	3576.88153846154
PF3D7_0403800.1-p1	PF3D7_0403800	sp|Q5VST6|AB17B_HUMAN	32.932	249	734	138	4	1.08E-35	137	1117.17547683924
PF3D7_0403900.1-p1	PF3D7_0403900	sp|Q9NQR1|KMT5A_HUMAN	40.972	144	1186	67	2	7E-25	109	497.467790893761
PF3D7_0404700.1-p1	PF3D7_0404700	tr|A0A7I2YQT5|A0A7I2YQT5_HUMAN	30.693	101	939	58	3	0.0000000481	57	330.137699680511
PF3D7_0405000.1-p1	PF3D7_0405000	sp|Q8N8A6|DDX51_HUMAN	22.532	395	567	252	11	2.67E-26	114	1569.68959435626
PF3D7_0405100.1-p1	PF3D7_0405100	sp|O94855|SC24D_HUMAN	25.57	614	1350	405	20	2.31E-50	196	1162.96148148148
PF3D7_0405400.1-p1	PF3D7_0405400	tr|A0A994J6E8|A0A994J6E8_HUMAN	64.516	1271	3136	299	12	0	1658	2614.79068877551
PF3D7_0406100.1-p1	PF3D7_0406100	sp|P21281|VATB2_HUMAN	73.402	485	494	128	1	0	759	7206.47165991903
PF3D7_0406400.1-p1	PF3D7_0406400	tr|H3BPQ4|H3BPQ4_HUMAN	43.103	232	263	124	3	3.55E-65	204	3802.24182509506
PF3D7_0406500.1-p1	PF3D7_0406500	sp|Q9Y493|ZAN_HUMAN	28.84	319	3211	205	3	1.52E-23	111	286.513858611025
PF3D7_0407200.1-p1	PF3D7_0407200	tr|J3KQ48|J3KQ48_HUMAN	34.375	192	189	108	4	2.5E-30	110	3492.06349206349
PF3D7_0407500.1-p1	PF3D7_0407500	sp|Q8TBP6|S2540_HUMAN	28.794	257	380	152	8	7.98E-22	96.3	1947.38368421053
PF3D7_0407900.1-p1	PF3D7_0407900	sp|Q6PIW4|FIGL1_HUMAN	39.333	300	667	166	4	1.73E-60	215	1769.10044977511
PF3D7_0408100.1-p1	PF3D7_0408100	sp|Q9P2E9|RRBP1_HUMAN	28.387	155	1121	105	3	0.000000203	56.6	392.505352363961
PF3D7_0408300.1-p1	PF3D7_0408300	sp|O95218|ZRAB2_HUMAN	41.27	126	344	52	4	1.46E-22	97.4	1511.63372093023
PF3D7_0408500.1-p1	PF3D7_0408500	sp|P39748|FEN1_HUMAN	44.836	397	672	198	4	4.64E-110	338	2648.79345238095
PF3D7_0409100.1-p1	PF3D7_0409100	sp|Q8WWY3|PRP31_HUMAN	36.667	390	534	228	6	1.83E-65	221	2677.92696629213
PF3D7_0409200.1-p1	PF3D7_0409200	sp|Q9NV06|DCA13_HUMAN	39.49	471	482	246	3	1.67E-121	363	3858.877593361
PF3D7_0409300.1-p1	PF3D7_0409300	sp|Q8N6R0|EFNMT_HUMAN	31.008	129	1010	66	3	1.05E-13	76.6	396.042772277228
PF3D7_0409400.1-p1	PF3D7_0409400	sp|Q96EY1|DNJA3_HUMAN	31.806	371	672	236	7	1.08E-55	197	1755.95625
PF3D7_0409500.1-p1	PF3D7_0409500	sp|Q06136|KDSR_HUMAN	27.628	333	398	199	8	4.2E-26	108	2311.58894472362
PF3D7_0409600.1-p1	PF3D7_0409600	sp|P27694|RFA1_HUMAN	29.783	460	1145	275	18	7.02E-48	182	1196.52227074236
PF3D7_0409700.1-p1	PF3D7_0409700	tr|F5H4X5|F5H4X5_HUMAN	46.667	60	194	29	1	5.16E-13	64.3	1443.30927835052
PF3D7_0409800.1-p1	PF3D7_0409800	sp|Q969S3|ZN622_HUMAN	32.353	102	575	64	2	7.03E-12	68.9	573.914086956522
PF3D7_0409900.1-p1	PF3D7_0409900	sp|P61160|ARP2_HUMAN	22.542	417	416	272	11	1.9E-21	96.3	2259.61875
PF3D7_0410300.1-p1	PF3D7_0410300	sp|Q9H0C8|ILKAP_HUMAN	30.605	281	906	162	10	3.19E-26	113	949.227924944812
PF3D7_0410400.1-p1	PF3D7_0410400	sp|Q13868|EXOS2_HUMAN	31.095	283	338	183	3	2.5E-43	152	2603.51627218935
PF3D7_0410600.1-p1	PF3D7_0410600	tr|D6REA1|D6REA1_HUMAN	26.531	98	326	72	0	0.0000332	46.2	797.557668711656
PF3D7_0410700.1-p1	PF3D7_0410700	sp|Q9BT17|MTG1_HUMAN	26.908	249	904	129	11	4.47E-10	63.2	741.160619469027
PF3D7_0411300.1-p1	PF3D7_0411300	tr|A0A8I5KQN6|A0A8I5KQN6_HUMAN	42.353	85	722	47	2	0.00000871	50.1	498.615650969529
PF3D7_0411400.1-p1	PF3D7_0411400	tr|F5H5U2|F5H5U2_HUMAN	26.57	207	1304	140	3	1.22E-16	86.3	421.778374233129
PF3D7_0411900.1-p1	PF3D7_0411900	sp|P09884|DPOLA_HUMAN	30.601	732	1912	375	25	8.7E-71	264	1171.54456066946
PF3D7_0412100.1-p1	PF3D7_0412100	sp|O15235|RT12_HUMAN	44.643	112	336	53	2	7E-20	85.5	1488.1
PF3D7_0412300.1-p1	PF3D7_0412300	tr|Q5VVM3|Q5VVM3_HUMAN	31.343	134	540	87	2	3.88E-17	81.3	777.770740740741
PF3D7_0413500.1-p1	PF3D7_0413500	sp|Q96HS1|PGAM5_HUMAN	40.5	200	295	110	4	7.25E-41	144	2745.76271186441
PF3D7_0413600.1-p1	PF3D7_0413600	sp|P43686|PRS6B_HUMAN	68.684	380	392	119	0	0	565	6658.14285714286
PF3D7_0413900.1-p1	PF3D7_0413900	sp|P45974|UBP5_HUMAN	24.762	945	853	531	31	1.21E-87	298	2743.26963657679
PF3D7_0414000.1-p1	PF3D7_0414000	sp|Q9UQE7|SMC3_HUMAN	26.667	1275	1193	792	38	8.46E-99	342	2849.99371332775
PF3D7_0414200.1-p1	PF3D7_0414200	sp|P0DP25|CALM3_HUMAN	28.276	145	150	92	7	0.0000000315	50.4	2733.34666666667
PF3D7_0414200.2-p1	PF3D7_0414200	sp|P0DP25|CALM3_HUMAN	28.276	145	150	92	7	0.0000000649	49.7	2733.34666666667
PF3D7_0414300.1-p1	PF3D7_0414300	tr|A0A0A6YYL0|A0A0A6YYL0_HUMAN	24.096	83	112	61	1	0.0000638	40.8	1785.68571428571
PF3D7_0414500.1-p1	PF3D7_0414500	sp|O43347|MSI1H_HUMAN	37.989	179	363	105	4	6.35E-30	118	1873.2867768595
PF3D7_0414700.1-p1	PF3D7_0414700	sp|Q9BZE4|GTPB4_HUMAN	27.426	237	631	151	7	6.71E-18	88.6	1030.10491283677
PF3D7_0415000.1-p1	PF3D7_0415000	sp|O43681|GET3_HUMAN	43.869	367	379	157	6	1.2E-91	280	4248.00079155673
PF3D7_0415300.1-p1	PF3D7_0415300	sp|P21127|CD11B_HUMAN	39.024	246	1339	121	6	3E-44	174	716.945780433159
PF3D7_0415400.1-p1	PF3D7_0415400	sp|Q9P299|COPZ2_HUMAN	25.366	205	208	120	2	7.08E-23	92.4	2500.01442307692
PF3D7_0415500.1-p1	PF3D7_0415500	sp|P52298|NCBP2_HUMAN	46.512	129	234	69	0	3.86E-34	120	2564.12307692308
PF3D7_0415600.1-p1	PF3D7_0415600	tr|F8W1A4|F8W1A4_HUMAN	29.958	237	229	130	7	2.13E-29	110	3100.45676855895
PF3D7_0415800.1-p1	PF3D7_0415800	sp|Q96EQ8|RN125_HUMAN	30.303	99	875	59	4	5.16E-11	64.7	342.8568
PF3D7_0415900.1-p1	PF3D7_0415900	sp|P61313|RL15_HUMAN	62.621	206	205	74	3	1.54E-87	257	6292.64682926829
PF3D7_0416100.1-p1	PF3D7_0416100	tr|X6R772|X6R772_HUMAN	41.624	197	826	91	3	2.32E-34	135	992.727360774819
PF3D7_0416300.1-p1	PF3D7_0416300	sp|Q9NXL9|MCM9_HUMAN	50	166	1465	75	2	6.09E-38	156	566.552901023891
PF3D7_0416400.1-p1	PF3D7_0416400	sp|O14929|HAT1_HUMAN	29.787	141	1259	76	4	6.92E-10	63.9	333.595472597299
PF3D7_0416500.1-p1	PF3D7_0416500	sp|Q9H063|MAF1_HUMAN	33.333	117	389	77	1	4.31E-16	78.6	1002.56066838046
PF3D7_0416700.1-p1	PF3D7_0416700	sp|Q9NZ45|CISD1_HUMAN	39.024	41	89	24	1	0.0000157	40.8	1797.73483146067
PF3D7_0416800.1-p1	PF3D7_0416800	sp|Q9NR31|SAR1A_HUMAN	52.88	191	192	89	1	1.51E-75	226	5260.45833333333
PF3D7_0417100.1-p1	PF3D7_0417100	tr|A0A0C4DG68|A0A0C4DG68_HUMAN	32.45	302	514	203	1	2.05E-48	180	1906.5953307393
PF3D7_0417200.1-p1	PF3D7_0417200	sp|P04818|TYSY_HUMAN	53.846	299	608	138	0	1.4E-119	358	2648.01875
PF3D7_0417300.1-p1	PF3D7_0417300	sp|O95202|LETM1_HUMAN	31.716	268	802	164	5	1.59E-27	120	1059.83640897756
PF3D7_0417500.1-p1	PF3D7_0417500	sp|Q9Y316|MEMO1_HUMAN	35.69	297	296	179	5	3.02E-60	194	3581.05743243243
PF3D7_0417800.1-p1	PF3D7_0417800	sp|P21127|CD11B_HUMAN	46.526	331	699	154	5	9.21E-99	322	2203.16251788269
PF3D7_0418100.1-p1	PF3D7_0418100	sp|Q9UPN7|PP6R1_HUMAN	26.667	180	1215	127	4	2.52E-13	75.9	395.066666666667
PF3D7_0418200.1-p1	PF3D7_0418200	sp|Q7L2H7|EIF3M_HUMAN	19.858	282	429	210	4	3.13E-15	77.8	1305.35104895105
PF3D7_0418500.1-p1	PF3D7_0418500	sp|O43617|TPPC3_HUMAN	53.254	169	187	79	0	9.84E-60	185	4812.79465240642
PF3D7_0418600.1-p1	PF3D7_0418600	tr|A0A2R8YDN2|A0A2R8YDN2_HUMAN	30.719	153	2011	85	4	0.00000000152	63.9	233.714917951268
PF3D7_0418700.1-p1	PF3D7_0418700	sp|Q9ULX3|NOB1_HUMAN	36.458	96	569	60	1	1.09E-14	77.4	615.108611599297
PF3D7_0419000.1-p1	PF3D7_0419000	sp|Q8IXS2|DRC2_HUMAN	21.607	361	440	273	6	0.00000344	50.4	1772.75613636364
PF3D7_0419200.1-p1	PF3D7_0419200	sp|Q9Y3E0|GOT1B_HUMAN	35.455	110	136	70	1	6.49E-13	62.4	2867.68382352941
PF3D7_0419600.1-p1	PF3D7_0419600	sp|P49792|RBP2_HUMAN	51.493	134	280	58	5	8.06E-34	131	2464.30785714286
PF3D7_0419800.1-p1	PF3D7_0419800	sp|Q9NX24|NHP2_HUMAN	38.272	81	236	49	1	1.13E-12	64.7	1313.57288135593
PF3D7_0419900.1-p1	PF3D7_0419900	tr|A8MTF1|A8MTF1_HUMAN	33.654	208	5035	134	3	1.1E-29	127	139.027447864945
PF3D7_0420000.1-p1	PF3D7_0420000	sp|Q8TE76|MORC4_HUMAN	42.373	59	3370	33	1	0.00000000208	64.7	74.1841839762611
PF3D7_0420100.1-p1	PF3D7_0420100	sp|Q9BVS4|RIOK2_HUMAN	45.031	322	581	172	3	1.35E-99	314	2495.69397590361
PF3D7_0422000.1-p1	PF3D7_0422000	sp|Q53GQ0|DHB12_HUMAN	34.545	275	321	164	6	8.53E-43	150	2959.46261682243
PF3D7_0422100.1-p1	PF3D7_0422100	sp|Q15363|TMED2_HUMAN	23.889	180	385	127	5	0.0000051	47.8	1116.88831168831
PF3D7_0422300.1-p1	PF3D7_0422300	sp|Q9BQE3|TBA1C_HUMAN	82.628	449	450	78	0	0	798	8244.43822222222
PF3D7_0422400.1-p1	PF3D7_0422400	sp|P39019|RS19_HUMAN	38.636	132	170	80	1	6.67E-29	104	2999.97176470588
PF3D7_0422500.1-p1	PF3D7_0422500	sp|O75643|U520_HUMAN	33.126	643	2874	351	8	2.72E-115	412	741.127974947808
PF3D7_0422700.1-p1	PF3D7_0422700	sp|P38919|IF4A3_HUMAN	65.974	385	390	131	0	0	563	6512.81794871795
PF3D7_0423100.1-p1	PF3D7_0423100	sp|Q9Y587|AP4S1_HUMAN	55.944	143	146	62	1	1.01E-58	179	5479.44657534247
PF3D7_0423600.1-p1	PF3D7_0423600	sp|Q9Y6V0|PCLO_HUMAN	36.441	118	1612	64	3	0.0000401	50.1	266.751736972705
PF3D7_0424500.1-p1	PF3D7_0424500	sp|O94921|CDK14_HUMAN	25.275	182	622	114	7	0.00000722	50.1	739.557877813505
PF3D7_0424700.1-p1	PF3D7_0424700	tr|C9JG08|C9JG08_HUMAN	18.873	408	1222	315	8	3.09E-10	66.2	630.129623567922
PF3D7_0501100.1-p1	PF3D7_0501100	sp|Q9UDY4|DNJB4_HUMAN	39.823	339	402	176	11	5.88E-69	222	3358.20820895522
PF3D7_0501100.2-p1	PF3D7_0501100	sp|Q9UDY4|DNJB4_HUMAN	39.169	337	390	169	9	1.06E-68	221	3384.60333333333
PF3D7_0501400.1-p1	PF3D7_0501400	sp|Q96KM6|Z512B_HUMAN	34.483	145	1720	89	2	9.27E-18	90.9	290.699709302326
PF3D7_0501700.1-p1	PF3D7_0501700	sp|P30260|CDC27_HUMAN	25.381	197	793	144	3	7.2E-11	67	630.52421185372
PF3D7_0501800.1-p1	PF3D7_0501800	sp|P54198|HIRA_HUMAN	33.117	154	1076	86	6	3.73E-17	88.2	473.97936802974
PF3D7_0502000.1-p1	PF3D7_0502000	sp|Q9H270|VPS11_HUMAN	32.184	261	1272	152	5	1.06E-25	116	660.379245283019
PF3D7_0502200.1-p1	PF3D7_0502200	sp|P39210|MPV17_HUMAN	26.316	171	443	120	3	0.0000000488	53.5	1015.80948081264
PF3D7_0502400.1-p1	PF3D7_0502400	sp|Q9NY15|STAB1_HUMAN	29.885	87	597	42	4	0.000032	48.5	435.510050251256
PF3D7_0502800.1-p1	PF3D7_0502800	sp|Q6P3W2|DJC24_HUMAN	23.358	137	137	100	2	0.0000357	42	2335.8
PF3D7_0503200.1-p1	PF3D7_0503200	sp|Q99741|CDC6_HUMAN	20.964	415	979	209	15	0.0000000366	58.5	888.668028600613
PF3D7_0503300.1-p1	PF3D7_0503300	sp|Q8WXF0|SRS12_HUMAN	44.565	92	308	51	0	9.22E-21	90.5	1331.16233766234
PF3D7_0503400.1-p1	PF3D7_0503400	sp|P23528|COF1_HUMAN	27.273	132	122	70	4	0.00000000363	52.8	2950.84918032787
PF3D7_0503500.1-p1	PF3D7_0503500	tr|E9PPN3|E9PPN3_HUMAN	23.985	271	850	201	5	1.21E-23	107	764.698235294118
PF3D7_0503600.1-p1	PF3D7_0503600	tr|A0A590UK22|A0A590UK22_HUMAN	30.909	715	801	430	16	1.54E-98	326	2759.04307116105
PF3D7_0503800.1-p1	PF3D7_0503800	tr|B7Z4C8|B7Z4C8_HUMAN	56	100	120	44	0	1.54E-34	116	4666.66666666667
