Chr,Gene,MIS,MFS
chr9,PF3D7_0937500,0.915,-2.704
chr9,PF3D7_0937600,0.645,-2.427
chr9,PF3D7_0937700,0.262,-2.633
chr10,PF3D7_1000100,1,-1.853
chr10,PF3D7_1000200,0.565,-2.327
chr10,PF3D7_1000300,1,-1.958
chr10,PF3D7_1000400,0.92,-1.813
chr10,PF3D7_1000500,1,0.506
chr10,PF3D7_1000600,0.976,0
chr10,PF3D7_1000700,0.987,-3.359
chr10,PF3D7_1000800,0.329,-2.679
chr10,PF3D7_1000900,1,-2.375
chr10,PF3D7_1001000,0.359,-2.235
chr10,PF3D7_1001100,0.355,-2.246
chr10,PF3D7_1001200,0.997,-1.554
chr10,PF3D7_1001300,0.345,-2.923
chr10,PF3D7_1001400,1,-2.633
chr10,PF3D7_1001500,0.119,0
chr10,PF3D7_1001600,0.12,-3.009
chr10,PF3D7_1001700,1,-2.451
chr10,PF3D7_1001800,0.128,-2.932
chr10,PF3D7_1001900,0.551,-3.082
chr10,PF3D7_1002000,0.749,-2.735
chr10,PF3D7_1002100,1,-2.618
chr10,PF3D7_1002200,1,-1.437
chr10,PF3D7_1002300,1,-0.919
chr10,PF3D7_1002400,0.998,-2.228
chr10,PF3D7_1002500,0.132,-3.05
chr10,PF3D7_1002600,0.994,-1.933
chr10,PF3D7_1002700,1,-1.478
chr10,PF3D7_1002800,1,-2.177
chr10,PF3D7_1002900,0.147,0
chr10,PF3D7_1003000,0.337,-2.609
chr10,PF3D7_1003100,0.936,0
chr10,PF3D7_1003200,0.14,-3.365
chr10,PF3D7_1003300,0.165,-3.23
chr10,PF3D7_1003400,1,-2.115
chr10,PF3D7_1003500,0.124,0
chr10,PF3D7_1003600,0.46,-2.402
chr10,PF3D7_1003700,1,-2.427
chr10,PF3D7_1003800,0.129,-3.047
chr10,PF3D7_1003900,1,-1.699
chr10,PF3D7_1004000,0.136,-3.168
chr10,PF3D7_1004100,1,-2.269
chr10,PF3D7_1004200,0.193,-2.75
chr10,PF3D7_1004300,0.986,-2.039
chr10,PF3D7_1004400,1,-0.992
chr10,PF3D7_1004500,0.613,-3.599
chr10,PF3D7_1004600,1,-2.628
chr10,PF3D7_1004700,0.12,-2.93
chr10,PF3D7_1004800,0.156,-2.921
chr10,PF3D7_1004900,0.119,-2.977
chr10,PF3D7_1005000,0.165,-2.777
chr10,PF3D7_1005100,0.128,-3.14
chr10,PF3D7_1005200,0.274,-2.526
chr10,PF3D7_1005300,0.831,-2.329
chr10,PF3D7_1005400,0.164,-2.635
chr10,PF3D7_1005500,1,0.093
chr10,PF3D7_1005600,1,-1.765
chr10,PF3D7_1005700,0.119,-2.998
chr10,PF3D7_1005800,0.131,-3.08
chr10,PF3D7_1005900,0.898,-2.259
chr10,PF3D7_1006000,1,1.453
chr10,PF3D7_1006100,0.882,-2.351
chr10,PF3D7_1006200,1,0
chr10,PF3D7_1006300,0.13,0
chr10,PF3D7_1006400,0.173,-2.741
chr10,PF3D7_1006500,1,-0.545
chr10,PF3D7_1006600,0.126,-3.134
chr10,PF3D7_1006700,1,-1.458
chr10,PF3D7_1006800,0.462,-2.479
chr10,PF3D7_1006900,0.178,-2.731
chr10,PF3D7_1007000,0.12,-3.198
chr10,PF3D7_1007100,0.996,-0.261
chr10,PF3D7_1007200,0.15,-2.751
chr10,PF3D7_1007300,0.12,-3.17
chr10,PF3D7_1007400,0.708,-3.269
chr10,PF3D7_1007500,1,0.637
chr10,PF3D7_1007600,0.178,-3.099
chr10,PF3D7_1007700,0.474,-2.524
chr10,PF3D7_1007800,1,-0.967
chr10,PF3D7_1007900,0.12,-2.993
chr10,PF3D7_1008000,0.138,-2.924
chr10,PF3D7_1008100,0.825,-2.082
chr10,PF3D7_1008200,0.995,-2.71
chr10,PF3D7_1008300,0.969,-3.848
chr10,PF3D7_1008400,0.745,-2.429
chr10,PF3D7_1008500,0.954,-1.971
chr10,PF3D7_1008600,0.569,-2.322
chr10,PF3D7_1008700,0.305,-2.901
chr10,PF3D7_1008800,0.125,-3.111
chr10,PF3D7_1008900,0.385,-3.482
chr10,PF3D7_1009000,0.907,-2.095
chr10,PF3D7_1009100,0.174,-2.779
chr10,PF3D7_1009200,0.34,-2.68
chr10,PF3D7_1009300,0.122,-3.117
chr10,PF3D7_1009400,0.724,-2.005
chr10,PF3D7_1009500,0.211,-2.685
chr10,PF3D7_1009600,0.445,-2.495
chr10,PF3D7_1009700,0.945,0.501
chr10,PF3D7_1009800,0.119,-3.023
chr10,PF3D7_1009900,0.119,-3.089
chr10,PF3D7_1010000,0.146,-3.246
chr10,PF3D7_1010100,0.119,-2.99
chr10,PF3D7_1010200,0.132,-2.94
chr10,PF3D7_1010300,0.129,-3.165
chr10,PF3D7_1010400,1,-1.937
chr10,PF3D7_1010500,0.399,-2.544
chr10,PF3D7_1010600,0.138,-2.771
chr10,PF3D7_1010700,0.572,-2.477
chr10,PF3D7_1010800,0.175,-3.286
chr10,PF3D7_1010900,0.14,-2.819
chr10,PF3D7_1011000,0.513,0
chr10,PF3D7_1011100,0.151,-2.845
chr10,PF3D7_1011200,0.128,0
chr10,PF3D7_1011300,0.13,-3.144
chr10,PF3D7_1011400,0.399,-2.604
chr10,PF3D7_1011500,0.459,-2.268
chr10,PF3D7_1011600,1,-0.707
chr10,PF3D7_1011700,0.756,-1.038
chr10,PF3D7_1011800,0.125,-2.928
chr10,PF3D7_1011900,0.853,0
chr10,PF3D7_1012000,1,-0.731
chr10,PF3D7_1012100,0.183,-2.843
chr10,PF3D7_1012200,0.165,-2.882
chr10,PF3D7_1012300,0.18,-2.624
chr10,PF3D7_1012400,0.15,-2.897
chr10,PF3D7_1012500,1,-2.779
chr10,PF3D7_1012600,0.125,-2.925
chr10,PF3D7_1012700,0.143,-2.771
chr10,PF3D7_1012800,0.924,-2.858
chr10,PF3D7_1012900,0.141,-3.265
chr10,PF3D7_1013000,0.713,-0.407
chr10,PF3D7_1013100,0.119,-3.035
chr10,PF3D7_1013200,1,-0.251
chr10,PF3D7_1013300,1,-2.559
chr10,PF3D7_1013400,0.948,-2.856
chr10,PF3D7_1013500,0.121,-3.055
chr10,PF3D7_1013600,0.12,-3.059
chr10,PF3D7_1013700,0.13,0
chr10,PF3D7_1013800,1,2.082
chr10,PF3D7_1013900,1,-2.029
chr10,PF3D7_1014000,0.136,-2.471
chr10,PF3D7_1014100,0.12,-2.967
chr10,PF3D7_1014200,0.876,-2.845
chr10,PF3D7_1014300,1,-0.901
chr10,PF3D7_1014400,0.125,-3.062
chr10,PF3D7_1014500,0.121,-2.904
chr10,PF3D7_1014600,0.375,-2.557
chr10,PF3D7_1014700,0.166,-3.223
chr10,PF3D7_1014800,0.999,-1.827
chr10,PF3D7_1014900,1,-0.585
chr10,PF3D7_1015000,0.989,-2.699
chr10,PF3D7_1015100,0.865,-2.566
chr10,PF3D7_1015200,0.267,-2.689
chr10,PF3D7_1015300,1,-1.936
chr10,PF3D7_1015400,1,-1.34
chr10,PF3D7_1015500,0.123,-3.05
chr10,PF3D7_1015600,0.132,-2.902
chr10,PF3D7_1015700,0.171,-3.311
chr10,PF3D7_1015800,0.13,-3.167
chr10,PF3D7_1015900,0.121,-2.917
chr10,PF3D7_1016000,1,-0.642
chr10,PF3D7_1016100,0.301,-3.653
chr10,PF3D7_1016200,0.218,-3.346
chr10,PF3D7_1016300,1,-1.841
chr10,PF3D7_1016400,0.953,-2.76
chr10,PF3D7_1016500,0.998,-2.69
chr10,PF3D7_1016600,0.124,-3.074
chr10,PF3D7_1016700,0.631,-2.52
chr10,PF3D7_1016800,0.981,-2.893
chr10,PF3D7_1016900,0.519,-2.338
chr10,PF3D7_1017000,0.128,-3.097
chr10,PF3D7_1017100,0.13,-2.976
chr10,PF3D7_1017200,0.177,-3.347
chr10,PF3D7_1017300,1,0.849
chr10,PF3D7_1017400,0.121,-3.116
chr10,PF3D7_1017500,0.558,-3.515
chr10,PF3D7_1017600,1,-0.19
chr10,PF3D7_1017700,1,1.344
chr10,PF3D7_1017800,0.183,-2.746
chr10,PF3D7_1017900,0.143,-3.288
chr10,PF3D7_1018000,0.712,-3.154
chr10,PF3D7_1018100,0.975,-2.047
chr10,PF3D7_1018200,0.243,-2.701
chr10,PF3D7_1018300,0.739,-2.359
chr10,PF3D7_1018400,0.14,-2.723
chr10,PF3D7_1018500,0.992,-1.744
chr10,PF3D7_1018600,1,-0.781
chr10,PF3D7_1018700,1,-0.158
chr10,PF3D7_1018800,0.998,0.655
chr10,PF3D7_1018900,0.237,-2.728
chr10,PF3D7_1019000,0.17,-2.758
chr10,PF3D7_1019100,1,0.059
chr10,PF3D7_1019200,0.999,-2.477
chr10,PF3D7_1019300,1,-1.119
chr10,PF3D7_1019400,0.519,0
chr10,PF3D7_1019500,0.993,-2.415
chr10,PF3D7_1019600,1,-0.196
chr10,PF3D7_1019700,1,-0.704
chr10,PF3D7_1019800,0.221,-2.671
chr10,PF3D7_1019900,0.282,-2.603
chr10,PF3D7_1020000,0.323,-2.72
chr10,PF3D7_1020100,0.146,-2.531
chr10,PF3D7_1020200,1,-0.037
chr10,PF3D7_1020300,1,-1.409
chr10,PF3D7_1020400,0.999,-2.032
chr10,PF3D7_1020500,0.389,-2.719
chr10,PF3D7_1020600,1,-2.351
chr10,PF3D7_1020700,0.995,-1.441
chr10,PF3D7_1020800,0.136,-2.875
chr10,PF3D7_1020900,0.251,-3.264
chr10,PF3D7_1021000,0.12,-2.994
chr10,PF3D7_1021100,1,-1.281
chr10,PF3D7_1021200,0.161,-2.713
chr10,PF3D7_1021300,0.169,-3.288
chr10,PF3D7_1021400,0.168,-2.866
chr10,PF3D7_1021500,0.126,-3.27
chr10,PF3D7_1021600,0.999,-0.96
chr10,PF3D7_1021700,0.121,-2.973
chr10,PF3D7_1021800,1,-2.424
chr10,PF3D7_1021900,0.385,-2.603
chr10,PF3D7_1022000,1,-1.001
chr10,PF3D7_1022100,1,-2.578
chr10,PF3D7_1022200,0.12,-3.154
chr10,PF3D7_1022300,1,0.502
chr10,PF3D7_1022400,1,-1.558
chr10,PF3D7_1022500,1,-1.91
chr10,PF3D7_1022600,1,-0.928
chr10,PF3D7_1022700,1,-1.841
chr10,PF3D7_1022800,0.133,-3.19
chr10,PF3D7_1022900,0.997,-2.01
chr10,PF3D7_1023000,0.771,-3.115
chr10,PF3D7_1023100,1,-1.791
chr10,PF3D7_1023200,0.614,-2.664
chr10,PF3D7_1023300,1,0
chr10,PF3D7_1023400,1,-1.286
chr10,PF3D7_1023500,0.955,-2.205
chr10,PF3D7_1023600,0.953,-2.687
chr10,PF3D7_1023700,1,-0.49
chr10,PF3D7_1023800,1,-1.865
chr10,PF3D7_1023900,1,-2.449
chr10,PF3D7_1024000,0.128,-2.923
chr10,PF3D7_1024100,0.998,-2.57
chr10,PF3D7_1024200,0.721,-2.759
chr10,PF3D7_1024300,0.133,-3.265
chr10,PF3D7_1024400,0.228,-2.758
chr10,PF3D7_1024500,0.131,-2.769
chr10,PF3D7_1024600,0.131,-3.262
chr10,PF3D7_1024700,0.137,-3.019
chr10,PF3D7_1024800,1,-0.161
chr10,PF3D7_1024900,0.18,-2.735
chr10,PF3D7_1025000,0.297,-2.777
chr10,PF3D7_1025100,0.127,-3.187
chr10,PF3D7_1025200,0.126,-3.229
chr10,PF3D7_1025300,0.121,-3.037
chr10,PF3D7_1025400,0.133,-2.916
chr10,PF3D7_1025500,1,-0.819
chr10,PF3D7_1025600,0.373,-3.608
chr10,PF3D7_1025700,0.12,-3.361
chr10,PF3D7_1025800,0.373,-3.46
chr10,PF3D7_1025900,1,-0.237
chr10,PF3D7_1026000,1,1.464
chr10,PF3D7_1026100,0.991,-2.559
chr10,PF3D7_1026200,0.137,-3.112
chr10,PF3D7_1026300,0.996,-2.721
chr10,PF3D7_1026400,1,-2.469
chr10,PF3D7_1026500,1,-1.673
chr10,PF3D7_1026600,1,-0.348
chr10,PF3D7_1026800,0.592,-2.415
chr10,PF3D7_1026900,0.996,-2.487
chr10,PF3D7_1027000,1,-2.655
chr10,PF3D7_1027100,1,-2.779
chr10,PF3D7_1027200,0.995,-2.07
chr10,PF3D7_1027300,0.68,-2.377
chr10,PF3D7_1027400,0.145,-2.646
chr10,PF3D7_1027500,0.528,-2.503
chr10,PF3D7_1027600,0.124,-3.101
chr10,PF3D7_1027700,0.888,-2.345
chr10,PF3D7_1027800,0.121,-3.144
chr10,PF3D7_1027900,0.999,-0.532
chr10,PF3D7_1028000,1,-0.846
chr10,PF3D7_1028100,1,-0.495
chr10,PF3D7_1028200,0.258,-2.506
chr10,PF3D7_1028300,0.564,-2.62
chr10,PF3D7_1028400,0.167,-2.764
chr10,PF3D7_1028500,0.987,-2.54
chr10,PF3D7_1028600,0.204,-2.708
chr10,PF3D7_1028700,1,-1.824
chr10,PF3D7_1028800,0.996,-2.019
chr10,PF3D7_1028900,0.758,-2.189
chr10,PF3D7_1029000,1,-0.195
chr10,PF3D7_1029100,0.129,-3.073
chr10,PF3D7_1029200,0.143,-2.861
chr10,PF3D7_1029300,0.174,-2.635
chr10,PF3D7_1029400,0.141,-2.582
chr10,PF3D7_1029500,1,-2.542
chr10,PF3D7_1029600,0.121,-2.967
chr10,PF3D7_1029700,0.127,-2.952
chr10,PF3D7_1029800,0.12,-2.952
chr10,PF3D7_1029900,1,-1.826
chr10,PF3D7_1030000,0.121,-2.724
chr10,PF3D7_1030100,0.138,-2.78
chr10,PF3D7_1030200,0.993,-1.904
chr10,PF3D7_1030300,0.494,-2.461
chr10,PF3D7_1030400,1,-0.726
chr10,PF3D7_1030500,0.209,-3.366
chr10,PF3D7_1030600,0.912,-2.195
chr10,PF3D7_1030700,0.126,-2.759
chr10,PF3D7_1030800,0.343,-3.035
chr10,PF3D7_1030900,0.12,-2.91
chr10,PF3D7_1031000,1,0.688
chr10,PF3D7_1031100,0.31,-3.299
chr10,PF3D7_1031200,0.36,-2.529
chr10,PF3D7_1031300,1,0.706
chr10,PF3D7_1031400,1,0.676
chr10,PF3D7_1031500,1,-1.988
chr10,PF3D7_1031600,0.151,-2.767
chr10,PF3D7_1031700,0.996,0
chr10,PF3D7_1031800,0.966,-2.634
chr10,PF3D7_1031900,1,-2.329
chr10,PF3D7_1032000,0.158,-2.8
chr10,PF3D7_1032100,1,-0.17
chr10,PF3D7_1032200,0.189,-3.371
chr10,PF3D7_1032300,0.119,-2.997
chr10,PF3D7_1032400,0.798,-2.212
chr10,PF3D7_1032500,0.592,-2.35
chr10,PF3D7_1032600,0.992,-2.219
chr10,PF3D7_1032700,0.423,-3.485
chr10,PF3D7_1032800,0.129,-2.804
chr10,PF3D7_1032900,0.12,-3.103
chr10,PF3D7_1033000,0.121,-3.132
chr10,PF3D7_1033100,0.18,-2.799
chr10,PF3D7_1033200,1,-1.511
chr10,PF3D7_1033300,0.151,-2.963
chr10,PF3D7_1033400,0.767,-2.311
chr10,PF3D7_1033500,1,-1.143
chr10,PF3D7_1033600,0.12,-3.012
chr10,PF3D7_1033700,0.169,-3.254
chr10,PF3D7_1033800,0.141,-2.891
chr10,PF3D7_1033900,0.943,-2.173
chr10,PF3D7_1034000,0.144,-3.254
chr10,PF3D7_1034100,0.193,-2.731
chr10,PF3D7_1034200,0.492,-2.25
chr10,PF3D7_1034300,0.869,-2.634
chr10,PF3D7_1034400,0.295,-2.831
chr10,PF3D7_1034500,0.161,-2.851
chr10,PF3D7_1034600,0.126,-3.087
chr10,PF3D7_1034700,0.49,-2.895
chr10,PF3D7_1034800,0.169,-3.102
chr10,PF3D7_1034900,0.123,-2.954
chr10,PF3D7_1035000,0.12,-3.08
chr10,PF3D7_1035100,0.925,-2.293
chr10,PF3D7_1035200,1,-1.218
chr10,PF3D7_1035300,0.996,-1.886
chr10,PF3D7_1035400,0.321,-2.753
chr10,PF3D7_1035500,0.565,-2.477
chr10,PF3D7_1035600,0.999,-2.559
chr10,PF3D7_1035700,1,-2.342
chr10,PF3D7_1035800,1,-2.143
chr10,PF3D7_1035900,0.732,-3.053
chr10,PF3D7_1036000,0.391,-2.514
chr10,PF3D7_1036300,1,0.844
chr10,PF3D7_1036400,1,-1.5
chr10,PF3D7_1036500,0.696,-2.608
chr10,PF3D7_1036600,0.135,0
chr10,PF3D7_1036700,0.926,-2.399
chr10,PF3D7_1036800,0.992,-2.771
chr10,PF3D7_1036900,0.141,-2.875
chr10,PF3D7_1037000,1,-2.782
chr10,PF3D7_1037100,0.119,-3.01
chr10,PF3D7_1037200,0.994,-0.579
chr10,PF3D7_1037300,0.178,-2.537
chr10,PF3D7_1037400,0.156,-3.201
chr10,PF3D7_1037500,0.124,-3.127
chr10,PF3D7_1037600,0.681,-2.927
chr10,PF3D7_1037700,0.466,-2.772
chr10,PF3D7_1037800,0.994,-2.085
chr10,PF3D7_1037900,0.123,-3.074
chr10,PF3D7_1038000,0.161,-3.19
chr10,PF3D7_1038100,0.12,-3.024
chr10,PF3D7_1038200,0.125,0
chr10,PF3D7_1038300,0.996,-0.712
chr10,PF3D7_1038400,1,0.25
chr10,PF3D7_1038500,1,0.78
chr10,PF3D7_1038600,0.137,-2.751
chr10,PF3D7_1038700,0.13,-2.943
chr10,PF3D7_1038800,1,-2.763
chr10,PF3D7_1038900,0.123,-3.112
chr10,PF3D7_1039000,0.996,-0.296
chr10,PF3D7_1039100,1,0.237
chr10,PF3D7_1039200,0.581,-2.146
chr10,PF3D7_1039400,1,-0.858
chr10,PF3D7_1039600,0.965,-2.725
chr10,PF3D7_1039700,0.802,-2.78
chr10,PF3D7_1039800,0.795,-2.707
chr10,PF3D7_1039900,0.149,-2.751
chr10,PF3D7_1040000,1,1.967
chr10,PF3D7_1040100,0.976,-2.193
chr10,PF3D7_1040200,0.26,-2.605
chr10,PF3D7_1040300,0.295,-2.484
chr10,PF3D7_1040400,1,-1.715
chr10,PF3D7_1040500,1,-0.715
chr10,PF3D7_1040600,1,-1.511
chr10,PF3D7_1040700,0.394,-2.695
chr10,PF3D7_1040800,1,-1.55
chr10,PF3D7_1040900,0.659,-2.613
chr10,PF3D7_1041000,1,-2.127
chr10,PF3D7_1041100,1,-1.565
chr10,PF3D7_1041200,0.203,-2.73
chr11,PF3D7_1100100,1,-1.565
chr11,PF3D7_1100200,1,-2.315
chr11,PF3D7_1100300,0.601,-2.385
chr11,PF3D7_1100400,0.916,-1.162
chr11,PF3D7_1100500,0.12,-3.412
chr11,PF3D7_1100600,0.722,-3.087
chr11,PF3D7_1100700,0.941,0
chr11,PF3D7_1100800,0.484,-2.64
chr11,PF3D7_1100900,0.119,-3.205
chr11,PF3D7_1101000,0.88,-2.258
chr11,PF3D7_1101100,0.168,-2.894
chr11,PF3D7_1101200,0.879,-2.031
chr11,PF3D7_1101300,0.543,-2.706
chr11,PF3D7_1101400,0.5,-2.421
chr11,PF3D7_1101500,0.149,-2.738
chr11,PF3D7_1101600,0.795,-2.761
chr11,PF3D7_1101700,0.643,-2.954
chr11,PF3D7_1101800,0.127,-3.027
chr11,PF3D7_1101900,0.99,0
chr11,PF3D7_1102100,0.581,0
chr11,PF3D7_1102200,1,-0.651
chr11,PF3D7_1102300,1,-1.745
chr11,PF3D7_1102400,0.997,-0.546
chr11,PF3D7_1102500,0.234,-2.787
chr11,PF3D7_1102600,0.399,-2.549
chr11,PF3D7_1102700,1,0
chr11,PF3D7_1102800,0.128,-3.558
chr11,PF3D7_1102900,0.119,0
chr11,PF3D7_1103000,0.91,0
chr11,PF3D7_1103100,0.165,-3.15
chr11,PF3D7_1103400,0.205,-2.678
chr11,PF3D7_1103500,0.999,-1.039
chr11,PF3D7_1103600,0.282,-2.74
chr11,PF3D7_1103700,0.121,-2.886
chr11,PF3D7_1103800,1,-0.505
chr11,PF3D7_1103900,0.998,-1.755
chr11,PF3D7_1104000,0.13,-2.954
chr11,PF3D7_1104100,0.643,-2.567
chr11,PF3D7_1104200,0.126,-2.968
chr11,PF3D7_1104300,0.129,-2.949
chr11,PF3D7_1104400,0.136,-3.098
chr11,PF3D7_1104500,1,-2.578
chr11,PF3D7_1104600,1,-1.322
chr11,PF3D7_1104700,0.279,-3.238
chr11,PF3D7_1104800,0.186,-2.767
chr11,PF3D7_1104900,1,0.473
chr11,PF3D7_1105000,0.261,-3.385
chr11,PF3D7_1105200,0.995,-1.389
chr11,PF3D7_1105300,0.219,-2.787
chr11,PF3D7_1105400,0.129,-2.943
chr11,PF3D7_1105500,0.16,-3.291
chr11,PF3D7_1105600,0.12,-3.132
chr11,PF3D7_1105700,0.164,-2.833
chr11,PF3D7_1105800,0.121,-2.751
chr11,PF3D7_1105900,0.363,-2.731
chr11,PF3D7_1106000,0.119,-3.016
chr11,PF3D7_1106100,0.169,0
chr11,PF3D7_1106200,0.153,-3.243
chr11,PF3D7_1106300,0.222,-2.887
chr11,PF3D7_1106400,0.219,-2.776
chr11,PF3D7_1106500,0.124,-3.079
chr11,PF3D7_1106600,0.13,-2.958
chr11,PF3D7_1106700,1,-1.732
chr11,PF3D7_1106800,1,-1.998
chr11,PF3D7_1106900,0.132,-2.926
chr11,PF3D7_1107000,0.808,-2.083
chr11,PF3D7_1107100,1,-1.612
chr11,PF3D7_1107200,0.399,-2.629
chr11,PF3D7_1107300,1,-2.463
chr11,PF3D7_1107400,0.307,-2.691
chr11,PF3D7_1107500,0.126,-3.062
chr11,PF3D7_1107600,1,1.162
chr11,PF3D7_1107700,0.12,-3.042
chr11,PF3D7_1107800,0.337,-2.559
chr11,PF3D7_1107900,1,-0.395
chr11,PF3D7_1108000,1,-1.92
chr11,PF3D7_1108100,1,-1.799
chr11,PF3D7_1108200,0.138,-3.341
chr11,PF3D7_1108300,0.916,-0.971
chr11,PF3D7_1108400,0.134,-3.148
chr11,PF3D7_1108500,1,1.366
chr11,PF3D7_1108600,0.129,-3.259
chr11,PF3D7_1108700,0.143,-3.27
chr11,PF3D7_1108800,0.449,-3.306
chr11,PF3D7_1108900,0.359,-2.431
chr11,PF3D7_1109100,1,0.102
chr11,PF3D7_1109200,0.318,-2.449
chr11,PF3D7_1109400,0.38,0
chr11,PF3D7_1109900,0.122,-2.914
chr11,PF3D7_1110000,1,0
chr11,PF3D7_1110100,0.128,-2.914
chr11,PF3D7_1110200,0.871,-2.907
chr11,PF3D7_1110300,1,-1.823
chr11,PF3D7_1110400,0.561,-2.48
chr11,PF3D7_1110500,0.126,-2.866
chr11,PF3D7_1110600,0.121,-3.06
chr11,PF3D7_1110700,0.385,-2.459
chr11,PF3D7_1110800,0.121,-3.226
chr11,PF3D7_1110900,0.999,-2.311
chr11,PF3D7_1111000,0.125,-2.971
chr11,PF3D7_1111100,0.12,-2.946
chr11,PF3D7_1111200,0.813,-1.904
chr11,PF3D7_1111300,0.127,-3.041
chr11,PF3D7_1111400,0.214,-3.486
chr11,PF3D7_1111500,1,-0.156
chr11,PF3D7_1111600,0.122,-2.893
chr11,PF3D7_1111700,0.129,-3.174
chr11,PF3D7_1111800,0.687,-2.425
chr11,PF3D7_1111900,0.295,-1.886
chr11,PF3D7_1112000,0.528,0
chr11,PF3D7_1112100,0.946,-2.931
chr11,PF3D7_1112200,0.166,-3.307
chr11,PF3D7_1112300,0.128,-3.134
chr11,PF3D7_1112400,0.122,-3.514
chr11,PF3D7_1112500,0.133,-3.178
chr11,PF3D7_1112600,0.134,-2.843
chr11,PF3D7_1112700,1,-0.655
chr11,PF3D7_1112800,1,-1.219
chr11,PF3D7_1112900,0.347,-2.471
chr11,PF3D7_1113000,1,-0.862
chr11,PF3D7_1113100,0.133,-2.801
chr11,PF3D7_1113200,0.449,-3.474
chr11,PF3D7_1113300,0.121,-3.023
chr11,PF3D7_1113400,0.752,-2.802
chr11,PF3D7_1113500,0.998,-1.91
chr11,PF3D7_1113600,0.79,-3.022
chr11,PF3D7_1113700,0.234,-2.7
chr11,PF3D7_1113800,0.12,-3.023
chr11,PF3D7_1113900,0.183,-3.258
chr11,PF3D7_1114000,1,-1.62
chr11,PF3D7_1114100,0.274,-2.546
chr11,PF3D7_1114200,0.218,-3.46
chr11,PF3D7_1114400,0.119,-3.162
chr11,PF3D7_1114500,0.119,-3.103
chr11,PF3D7_1114600,1,-2.644
chr11,PF3D7_1114700,0.449,-2.375
chr11,PF3D7_1114800,0.158,-2.721
chr11,PF3D7_1114900,0.138,-2.828
chr11,PF3D7_1115000,0.12,-3.137
chr11,PF3D7_1115100,0.934,-2.623
chr11,PF3D7_1115200,0.983,-2.078
chr11,PF3D7_1115300,0.91,-2.729
chr11,PF3D7_1115400,0.978,-1.959
chr11,PF3D7_1115500,0.213,-2.677
chr11,PF3D7_1115600,1,0.755
chr11,PF3D7_1115700,0.12,-2.998
chr11,PF3D7_1115800,1,-0.171
chr11,PF3D7_1115900,1,-1.266
chr11,PF3D7_1116000,0.524,-2.539
chr11,PF3D7_1116100,1,-2.431
chr11,PF3D7_1116200,0.861,-2.264
chr11,PF3D7_1116300,0.794,0
chr11,PF3D7_1116400,0.169,-2.709
chr11,PF3D7_1116500,0.334,-3.043
chr11,PF3D7_1116600,0.917,-2.76
chr11,PF3D7_1116700,1,-1.432
chr11,PF3D7_1116800,0.119,-3.014
chr11,PF3D7_1116900,0.818,-1.914
chr11,PF3D7_1117000,1,-1.25
chr11,PF3D7_1117100,0.121,-2.89
chr11,PF3D7_1117200,1,0.133
chr11,PF3D7_1117300,0.204,-3.323
chr11,PF3D7_1117400,0.161,-2.944
chr11,PF3D7_1117500,0.122,-3.112
chr11,PF3D7_1117600,0.189,0.277
chr11,PF3D7_1117700,0.492,0
chr11,PF3D7_1117800,0.154,-2.822
chr11,PF3D7_1117900,1,-0.009
chr11,PF3D7_1118000,0.375,-2.552
chr11,PF3D7_1118100,0.153,-3.131
chr11,PF3D7_1118200,0.151,-2.791
chr11,PF3D7_1118300,1,-0.04
chr11,PF3D7_1118400,0.992,-2.562
chr11,PF3D7_1118500,0.123,-2.956
chr11,PF3D7_1118600,0.313,-2.619
chr11,PF3D7_1118700,0.337,-2.562
chr11,PF3D7_1118800,1,-1.87
chr11,PF3D7_1118900,0.182,-2.829
chr11,PF3D7_1119000,1,-2.654
chr11,PF3D7_1119100,1,-1.404
chr11,PF3D7_1119200,0.967,-2.035
chr11,PF3D7_1119300,0.996,-1.955
chr11,PF3D7_1119400,1,-2.279
chr11,PF3D7_1119500,0.175,-2.88
chr11,PF3D7_1119600,0.141,-2.915
chr11,PF3D7_1119700,0.999,-2.788
chr11,PF3D7_1119800,0.121,-2.88
chr11,PF3D7_1119900,1,-0.099
chr11,PF3D7_1120000,0.155,-2.903
chr11,PF3D7_1120100,0.127,-3.154
chr11,PF3D7_1120300,1,0.316
chr11,PF3D7_1120400,0.122,-3.033
chr11,PF3D7_1120500,0.169,-3.259
chr11,PF3D7_1120600,1,-0.375
chr11,PF3D7_1120700,1,-2.812
chr11,PF3D7_1120800,0.189,-2.627
chr11,PF3D7_1120900,0.497,-3.491
chr11,PF3D7_1121000,0.795,-2.768
chr11,PF3D7_1121100,0.69,-2.246
chr11,PF3D7_1121200,0.121,-3.041
chr11,PF3D7_1121300,1,-0.436
chr11,PF3D7_1121400,1,-2.087
chr11,PF3D7_1121500,0.194,-3.409
chr11,PF3D7_1121600,0.988,-1.886
chr11,PF3D7_1121700,1,-1.396
chr11,PF3D7_1121800,1,-0.86
chr11,PF3D7_1121900,0.249,-3.434
chr11,PF3D7_1122000,0.12,-2.992
chr11,PF3D7_1122100,0.137,-3.131
chr11,PF3D7_1122200,0.999,-2.57
chr11,PF3D7_1122300,0.999,-0.447
chr11,PF3D7_1122400,0.124,-3.071
chr11,PF3D7_1122500,0.125,-2.929
chr11,PF3D7_1122600,1,-1.496
chr11,PF3D7_1122700,0.165,-3.326
chr11,PF3D7_1122800,1,-0.818
